Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2018-03-01,306,01:27:00,Thursday,Main Station,Mechanical,8,16,W/B,1521
2018-03-01,504,05:18:00,Thursday,Broadview and Queen,Mechanical,1,6,W/B,4012
2018-03-01,501,05:24:00,Thursday,Broadview and Queen,Held By,6,13,W/B,4177
2018-03-01,301,05:58:00,Thursday,Queen and Jarvis,Investigation,6,12,E/B,4143
2018-03-01,501,06:10:00,Thursday,Queen and Connaught,Mechanical,3,10,E/B,4236
2018-03-01,504,06:59:00,Thursday,King & Trinity,Mechanical,4,8,E/B,4012
2018-03-01,511,07:05:00,Thursday,,General Delay,1,1,,
2018-03-01,506,07:06:00,Thursday,"Birchmount div,",Mechanical,3,6,W/B,8933
2018-03-01,501,07:12:00,Thursday,Queen and Carlaw,Utilized Off Route,9,15,E/B,4042
2018-03-01,503,07:26:00,Thursday,Queen and Connaught,Mechanical,12,24,E/B,4071
2018-03-01,502,07:47:00,Thursday,Queen and Victoria,Emergency Services,8,16,W/B,7803
2018-03-01,504,08:30:00,Thursday,King Route,General Delay,4,8,W/B,
2018-03-01,501,09:03:00,Thursday,Queen and Connaught,Mechanical,6,12,E/B,4204
2018-03-01,505,09:47:00,Thursday,Dundas West Stn,Mechanical,4,8,E/B,8154
2018-03-01,512,10:00:00,Thursday,St. Clair West Stn,Investigation,4,8,E/B,4141
2018-03-01,501,10:13:00,Thursday,Queen and Shaw,Held By,10,16,B/W,4171
2018-03-01,514,11:40:00,Thursday,Distrilly Loop,Mechanical,10,20,W/B,4436
2018-03-01,505,12:02:00,Thursday,Dundas & Spadina,Mechanical,4,8,W/B,7744
2018-03-01,506,12:35:00,Thursday,Grace and College,Investigation,3,6,W/B,8128
2018-03-01,504,14:34:00,Thursday,Broadview/Queen,Late Leaving Garage,4,8,W/B,4057
2018-03-01,506,15:34:00,Thursday,College and Ossingston,Mechanical,4,8,E/B,1034
2018-03-01,501,16:11:00,Thursday,Long Branch Loop,Investigation,8,16,,8431
2018-03-01,512,16:58:00,Thursday,St.Clair Station,Investigation,7,11,E/B,4462
2018-03-01,506,17:21:00,Thursday,College and Ossingston,Mechanical,4,8,E/B,1544
2018-03-01,504,18:21:00,Thursday,Broadview/Queen,Held By,5,9,W/B,4197
2018-03-01,504,19:28:00,Thursday,Bathurst stn,Mechanical,5,10,S/B,4077
2018-03-01,506,20:17:00,Thursday,High Park Station,Mechanical,6,12,E/B,7846
2018-03-02,504,00:31:00,Friday,Broadview and Dundas,Mechanical,7,14,S/B,4094
2018-03-02,512,01:43:00,Friday,St.clair and Oakwood loop,Mechanical,6,12,E/B,4461
2018-03-02,501,04:41:00,Friday,Eglington Garage,Mechanical,7,14,B/W,8916
2018-03-02,501,05:14:00,Friday,Russell Yard,Mechanical,10,20,W/B,4039
2018-03-02,501,05:58:00,Friday,Long Branch Loop,Mechanical,6,12,E/B,8091
2018-03-02,505,06:07:00,Friday,Dufferin and Lawrence,Mechanical,4,8,S/B,8345
2018-03-02,501,06:40:00,Friday,Queen / McCaul,Mechanical,5,10,W/B,4243
2018-03-02,504,06:52:00,Friday,Russell Yard,Late Leaving Garage,4,8,W/B,4140
2018-03-02,511,07:11:00,Friday,,General Delay,1,1,B/W,
2018-03-02,503,07:15:00,Friday,Russell Yard,Mechanical,8,16,E/B,4117
2018-03-02,504,08:05:00,Friday,Broadview & Gerard,Mechanical,6,10,S/B,4413
2018-03-02,501,08:20:00,Friday,Queen / Broadview,Held By,29,34,W/B,4246
2018-03-02,503,08:20:00,Friday,Queen / Broadview,Utilized Off Route,24,35,W/B,4119
2018-03-02,502,08:20:00,Friday,Queen / Broadview.,Utilized Off Route,15,30,W/B,7872
2018-03-02,504,08:20:00,Friday,Broadview & Queen,Mechanical,39,43,W/B,4413
2018-03-02,504,08:30:00,Friday,King Route,General Delay,4,8,W/B,
2018-03-02,506,08:40:00,Friday,Bay and College,Mechanical,3,6,W/B,1578
2018-03-02,506,08:40:00,Friday,Broadview and Gerrard.,Mechanical,3,6,W/B,1360
2018-03-02,501,09:23:00,Friday,Queen / Dufferin,Mechanical,6,12,W/B,8401
2018-03-02,505,09:24:00,Friday,Broadview and Millbrook,Held By,9,13,S/B,7816
2018-03-02,501,09:25:00,Friday,Queen / Kingston Rd,Investigation,32,37,W/B,4215
2018-03-02,510,09:50:00,Friday,Spadina Loop,Held By,9,18,N/B,420
2018-03-02,510,11:07:00,Friday,Spadina & Sullivan,Held By,30,34,S/B,4457
2018-03-02,503,11:35:00,Friday,King & Ontario,Mechanical,11,22,E/B,4053
2018-03-02,504,13:10:00,Friday,Russell Yard,Mechanical,4,8,W/B,4115
2018-03-02,503,13:36:00,Friday,King Street West / Peter,Held By,6,12,E/B,4119
2018-03-02,501,14:18:00,Friday,Queen at Connaught,Mechanical,5,10,E/B,4208
2018-03-02,501,15:05:00,Friday,Queen at Connaught,Mechanical,4,9,W/B,4182
2018-03-02,505,16:01:00,Friday,Dundas West Station,Mechanical,4,8,S/B,8322
2018-03-02,504,16:01:00,Friday,Queen / Roncesvalles,Investigation,2,5,W/B,4093
2018-03-02,504,16:23:00,Friday,king/york,Investigation,4,8,E/B,4020
2018-03-02,512,16:38:00,Friday,St. Clair and Lansdown,Mechanical,6,12,W/B,4108
2018-03-02,512,16:54:00,Friday,St. Clair and Robina,Emergency Services,4,8,E/B,4106
2018-03-02,514,17:15:00,Friday,King / Jameson,Mechanical,10,15,W/B,4414
