Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2018-08-01,501,05:37:00,Wednesday,Russell Yard,Mechanical,4,8,W/B,4030
2018-08-01,501,05:43:00,Wednesday,Queen and Connaught,Mechanical,5,10,W/B,4030
2018-08-01,502,06:15:00,Wednesday,Queen and Connaught,Mechanical,8,17,E/B,4125
2018-08-01,512,06:18:00,Wednesday,Bathurst and St. Clair,Mechanical,4,8,E/B,4185
2018-08-01,502,06:31:00,Wednesday,Queen at Connaught,Mechanical,9,18,W/B,
2018-08-01,501,06:32:00,Wednesday,Queen at Bay,Emergency Services,13,17,W/B,4133
2018-08-01,501,06:52:00,Wednesday,Queen at Yonge,Mechanical,4,8,E/B,4184
2018-08-01,506,07:21:00,Wednesday,Parkside and Bloor,Mechanical,3,6,W/B,1409
2018-08-01,505,07:30:00,Wednesday,dundas/yonge,Mechanical,4,8,E/B,9221
2018-08-01,505,08:10:00,Wednesday,dundas west station,Mechanical,4,8,E/B,1414
2018-08-01,512,09:18:00,Wednesday,St Clair and Winona,Mechanical,1,1,E/B,4403
2018-08-01,506,09:24:00,Wednesday,Sherebourne and carlton st.,Investigation,3,6,W/B,7745
2018-08-01,505,11:00:00,Wednesday,dundas west station,Mechanical,4,8,E/B,7800
2018-08-01,805,11:18:00,Wednesday,Queen at Carroll,Mechanical,12,16,W/B,4035
2018-08-01,501,11:18:00,Wednesday,Queen at Carroll,Held By,,,W/B,4140
2018-08-01,504,11:19:00,Wednesday,Queen and Carroll,Mechanical,11,21,W/B,4156
2018-08-01,501,11:54:00,Wednesday,Humber Loop,Investigation,4,9,E/B,4034
2018-08-01,506,13:02:00,Wednesday,Dufferin and college,Mechanical,3,6,W/B,1104
2018-08-01,504,13:51:00,Wednesday,Roncy& Fermanagh,Mechanical,0,0,W/B,4487
2018-08-01,504,14:09:00,Wednesday,Queen & Connaught,Mechanical,10,20,E/B,4021
2018-08-01,504,15:40:00,Wednesday,Distrillery Loop,Mechanical,14,19,W/B,4473
2018-08-01,505,15:46:00,Wednesday,Jarvis and Dundas,Mechanical,4,8,W/B,9229
2018-08-01,505,15:46:00,Wednesday,Jarvis and Dundas,Mechanical,4,8,W/B,9229
2018-08-01,506,15:57:00,Wednesday,Roncesvalles and Howard Parki,Investigation,4,9,E/B,1387
2018-08-01,512,16:06:00,Wednesday,SCW,Mechanical,4,7,E/B,4402
2018-08-01,501,17:20:00,Wednesday,Queen and Broadview,Mechanical,5,10,E/B,4049
2018-08-01,501,17:25:00,Wednesday,Queen and Coxwell,Mechanical,5,10,W/B,4182
2018-08-01,505,17:33:00,Wednesday,Broadview Station,Mechanical,4,8,E/B,9215
2018-08-01,501,17:36:00,Wednesday,Humber Loop,Mechanical,5,10,E/B,4065
