Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2018-11-01,301,02:09:00,Thursday,Queen and broadview,Diversion,11,18,W/B,4068
2018-11-01,304,02:09:00,Thursday,Queen/Sumach,Investigation,20,40,W/B,4413
2018-11-01,512,02:34:00,Thursday,St.clair and earlscourt,Emergency Services,1,1,E/B,4491
2018-11-01,301,04:03:00,Thursday,neville park loop,Emergency Services,1,1,W/B,4085
2018-11-01,501,05:04:00,Thursday,Russell Yard,Late Leaving Garage,19,29,E/B,4003
2018-11-01,510,05:26:00,Thursday,Leslie Barns,Late Leaving Garage,8,16,W/B,4485
2018-11-01,504,05:26:00,Thursday,Leslie Barns,Late Leaving Garage,4,8,W/B,4503
2018-11-01,510,05:26:00,Thursday,Leslie Barns,Late Leaving Garage,8,16,W/B,4477
2018-11-01,512,05:27:00,Thursday,Leslie Barns,Late Leaving Garage,1,1,W/B,4439
2018-11-01,504,05:27:00,Thursday,Leslie Barns,Late Leaving Garage,4,8,W/B,4416
2018-11-01,505,05:55:00,Thursday,dundas/church,Investigation,7,14,W/B,8203
2018-11-01,509,05:56:00,Thursday,Fleet Loop,Mechanical,6,12,E/B,4453
2018-11-01,510,06:33:00,Thursday,Leslie Barns,Late Leaving Garage,8,16,W/B,4448
2018-11-01,503,09:11:00,Thursday,Queen & King,Mechanical,0,0,W/B,4105
2018-11-01,506,10:36:00,Thursday,Coxwell and Gerrard,Held By,5,14,N/B,4014
2018-11-01,512,11:48:00,Thursday,St. Clair and Laughton,Mechanical,5,10,E/B,4423
2018-11-01,506,12:12:00,Thursday,Gerrard and Pape,Investigation,12,17,E/B,4071
2018-11-01,509,12:20:00,Thursday,CNE Loop,Mechanical,7,14,E/B,4469
2018-11-01,505,13:30:00,Thursday,dundas/bay,Mechanical,4,8,W/B,7756
2018-11-01,511,15:00:00,Thursday,Queen,General Delay,5,10,E/B,1259
2018-11-01,501,15:59:00,Thursday,QUEEN /CHURCH,Investigation,31,35,E/B,4029
2018-11-01,506,16:03:00,Thursday,Coxwell,General Delay,5,10,E/B,4124
2018-11-01,501,16:18:00,Thursday,QUEEN/DUFFERIN,Mechanical,4,8,W/B,4150
2018-11-01,504,16:45:00,Thursday,King Street West Roncesvalles,Mechanical,6,12,W/B,4443
2018-11-01,511,17:08:00,Thursday,Bathurst,Mechanical,5,10,N/B,1260
2018-11-01,501,17:44:00,Thursday,QUEEN/YORK,Mechanical,4,8,E/B,4081
2018-11-01,501,17:54:00,Thursday,QUEEN/GREENWOOD,Mechanical,4,8,E/B,4103
2018-11-01,501,17:57:00,Thursday,QUEEN/KINGSTON ROAD,Investigation,24,28,E/B,4111
2018-11-01,506,17:59:00,Thursday,High park,Mechanical,5,10,W/B,4199
2018-11-01,501,18:11:00,Thursday,QUEEN/BAY,Mechanical,4,8,E/B,4052
2018-11-01,505,18:30:00,Thursday,Lansdowne,Investigation,5,10,E/B,8344
2018-11-01,501,18:31:00,Thursday,RONCY/QUEEN,Investigation,71,79,E/B,4127
2018-11-01,505,19:02:00,Thursday,Ossington,Mechanical,5,10,E/B,8343
2018-11-01,501,19:28:00,Thursday,QUEEN/GREENWOOD,Mechanical,4,8,E/B,4068
2018-11-01,506,19:32:00,Thursday,Spadina,Investigation,5,10,E/B,4050
2018-11-01,505,19:36:00,Thursday,Bathurst street,General Delay,12,16,E/B,8400
2018-11-01,505,19:51:00,Thursday,University Ave,Investigation,5,10,E/B,8400
2018-11-01,505,20:22:00,Thursday,Broadview Stn,Investigation,5,10,W/B,8217
2018-11-01,501,20:37:00,Thursday,Kingston road loop,Mechanical,4,8,W/B,4029
2018-11-01,511,20:48:00,Thursday,Bathurst station,Mechanical,5,10,S/B,1353
2018-11-01,506,20:58:00,Thursday,Church,Mechanical,5,10,E/B,4163
2018-11-01,504,21:13:00,Thursday,King/Duoro,Held By,8,16,E/B,4408
2018-11-01,501,21:21:00,Thursday,Neville park loop,Mechanical,25,29,E/B,4081
2018-11-01,504,21:36:00,Thursday,King/Simcoe,Mechanical,8,16,E/B,4474
2018-11-01,504,21:52:00,Thursday,King/Strachan,General Delay,12,18,E/B,4425
2018-11-01,510,22:06:00,Thursday,Sullivan,Investigation,8,16,S/B,4488
2018-11-01,506,22:20:00,Thursday,Church,General Delay,8,16,W/B,4010
2018-11-01,504,22:35:00,Thursday,King/Sumach,Diversion,48,54,W/B,4470
2018-11-02,301,01:50:00,Friday,Queen and yonge,Mechanical,38,47,W/B,4022
2018-11-02,504,02:13:00,Friday,Leslie/lakeshore,Emergency Services,1,1,S/B,4476
2018-11-02,506,04:12:00,Friday,Russell Yard,Mechanical,15,34,E/B,4012
2018-11-02,506,04:27:00,Friday,Russell Yard,Mechanical,15,30,E/B,4110
2018-11-02,501,05:04:00,Friday,Russell Yard,Mechanical,26,36,E/B,4124
2018-11-02,506,05:06:00,Friday,Russell Yard,Mechanical,9,14,E/B,4096
2018-11-02,506,05:23:00,Friday,Russell yard,Mechanical,6,15,E/B,4180
2018-11-02,509,05:23:00,Friday,Leslie Barns,Late Leaving Garage,10,9,W/B,4502
2018-11-02,506,05:23:00,Friday,Russell Yard,Late Leaving Garage,7,14,E/B,4125
2018-11-02,504,05:24:00,Friday,Leslie Barns,Late Leaving Garage,9,8,W/B,4481
2018-11-02,512,05:27:00,Friday,Leslie Barns,Late Leaving Garage,1,1,W/B,4467
2018-11-02,504,05:27:00,Friday,Leslie barns,Late Leaving Garage,8,10,W/B,4405
2018-11-02,501,05:38:00,Friday,Russell Yard,Mechanical,13,18,E/B,4141
2018-11-02,501,05:49:00,Friday,Russell Yard,Mechanical,6,8,E/B,4185
2018-11-02,506,05:56:00,Friday,Russell Yard,Late Leaving Garage,4,8,E/B,4093
2018-11-02,501,06:10:00,Friday,Russell Yard,Mechanical,4,8,E/B,4012
2018-11-02,501,06:16:00,Friday,Russell Yard,Mechanical,4,8,E/B,4147
2018-11-02,506,06:18:00,Friday,Russell Yard,Late Leaving Garage,7,15,E/B,4131
2018-11-02,501,06:32:00,Friday,Russell Yard,Mechanical,4,8,E/B,4024
2018-11-02,502,07:03:00,Friday,Bingham Loop,Mechanical,10,20,W/B,8407
2018-11-02,504,07:08:00,Friday,Queen & Jones,Mechanical,6,11,W/B,4449
2018-11-02,512,08:22:00,Friday,Dufferin and St Clair,Emergency Services,9,13,W/B,4439
2018-11-02,501,08:37:00,Friday,Queen & O'hara,Held By,14,19,E/B,4087
2018-11-02,505,08:42:00,Friday,Parliament and Dundas,Investigation,4,8,E/B,8539
2018-11-02,511,08:45:00,Friday,Bathurst and Harbord to CNE LOOP,General Delay,9,12,B/W,1077
2018-11-02,511,11:57:00,Friday,Bathurst and Queen,Mechanical,3,6,S/B,1267
2018-11-02,505,13:04:00,Friday,Broadview Station,Mechanical,4,8,E/B,8439
2018-11-02,504,13:10:00,Friday,King and Portland,Held By,7,14,W/B,4424
2018-11-02,501,13:59:00,Friday,QUEEN/AUGUSTER,Emergency Services,12,16,W/B,4141
2018-11-02,501,14:07:00,Friday,Spadina/King,Investigation,24,28,W/B,4086
2018-11-02,501,14:18:00,Friday,QUEEN/CARLAW,Mechanical,4,8,E/B,4024
2018-11-02,506,14:34:00,Friday,Main Station,Mechanical,5,10,W/B,4074
2018-11-02,504,15:01:00,Friday,King and Bay,Held By,7,14,W/B,4458
2018-11-02,505,15:43:00,Friday,Huron Street,General Delay,10,14,W/B,8461
2018-11-02,502,15:51:00,Friday,QUEEN/SUMACH,Investigation,10,20,W/B,8419
2018-11-02,512,17:03:00,Friday,St. Clair and Vaughan,Overhead - Pantograph,4,8,E/B,4448
2018-11-02,504,18:00:00,Friday,Dundas West Station,Mechanical,9,15,E/B,4424
2018-11-02,504,18:34:00,Friday,King and Sumach,Investigation,28,6,E/B,4481
2018-11-02,504,18:41:00,Friday,Dufferin Loop,Mechanical,7,14,E/B,4416
2018-11-02,512,18:49:00,Friday,St. Clair and Earlscourt,Held By,26,30,W/B,4425
2018-11-02,504,19:02:00,Friday,King and Simcoe,Held By,28,34,E/B,4485
2018-11-02,504,19:45:00,Friday,Gerrard and Broadview.,Held By,5,11,W/B,4417
2018-11-02,501,21:07:00,Friday,Queen Street East Connaught Avenue,Mechanical,4,8,W/B,4157
2018-11-02,504,22:35:00,Friday,King/Sumach,Diversion,48,54,W/B,4425
2018-11-02,504,23:37:00,Friday,Roncesvalles/Marion,Mechanical,19,27,S/B,4414
2018-11-03,504,00:48:00,Saturday,Sunnyside Loop,Emergency Services,9,18,W/B,4462
2018-11-03,505,01:18:00,Saturday,Lansdowne,Emergency Services,8,16,E/B,8959
2018-11-03,306,02:42:00,Saturday,College and Dovercourt,Mechanical,8,16,E/B,4110
2018-11-03,501,03:03:00,Saturday,Queensway Parkside Dr,Held By,9,18,E/B,4185
2018-11-03,306,04:01:00,Saturday,Dundas West Station,Mechanical,30,60,W/B,4042
2018-11-03,504,05:06:00,Saturday,Leslie Barns,Late Leaving Garage,2,7,W/B,4449
2018-11-03,504,07:03:00,Saturday,King/Portland,Investigation,10,20,E/B,4409
2018-11-03,504,07:07:00,Saturday,King/Portland,Investigation,6,16,W/B,4462
2018-11-03,506,08:04:00,Saturday,Eastwood and Coxwell,Mechanical,6,12,E/B,4052
2018-11-03,501,08:12:00,Saturday,Russell Yd,Mechanical,10,20,E/B,4080
2018-11-03,506,08:18:00,Saturday,Russell Yd.,Mechanical,15,30,E/B,4077
2018-11-03,506,08:32:00,Saturday,Russell Yd.,Mechanical,8,16,E/B,4180
2018-11-03,501,08:47:00,Saturday,Lakeshore & Royal York,Investigation,1,2,W/B,4039
2018-11-03,510,09:01:00,Saturday,Leslie Barns,Late Leaving Garage,5,10,W/B,4477
2018-11-03,506,09:36:00,Saturday,Coxwell and Gerrard,Mechanical,0,6,W/B,4087
2018-11-03,512,10:22:00,Saturday,Leslie Yard,Late Leaving Garage,2,2,W/B,4492
2018-11-03,504,10:29:00,Saturday,King and Strachan,Investigation,25,30,E/B,4464
2018-11-03,504,10:29:00,Saturday,King and Strachan,Investigation,25,30,E/B,4496
2018-11-03,501,10:52:00,Saturday,Russell Yd,Late Leaving Garage,7,14,E/B,4165
2018-11-03,501,12:10:00,Saturday,Lakeshore & Kipling,General Delay,10,20,E/B,4067
2018-11-03,512,14:04:00,Saturday,St.Clair and Oakwood,Investigation,5,10,E/B,4440
2018-11-03,501,14:25:00,Saturday,QUEEN/RONCY,Mechanical,4,8,W/B,4003
2018-11-03,501,14:26:00,Saturday,QUEENSWAY/WINDERMERE,Mechanical,4,8,W/B,4157
2018-11-03,501,14:29:00,Saturday,QUEEN/JONES,Mechanical,4,8,E/B,4014
2018-11-03,504,14:33:00,Saturday,King Street West Dufferin Street,Mechanical,6,12,E/B,4453
2018-11-03,505,14:39:00,Saturday,Broadview Station,Investigation,5,10,E/B,7842
2018-11-03,505,14:44:00,Saturday,Broadview Station,Emergency Services,5,10,E/B,8370
2018-11-03,501,15:45:00,Saturday,HUMBER LOOP TO LONG BRANCH LOOP,General Delay,1,1,B/W,
2018-11-03,501,16:10:00,Saturday,Humber loop,Mechanical,4,8,E/B,4226
2018-11-03,504,16:13:00,Saturday,Springhurst Loop,Investigation,8,16,E/B,4460
2018-11-03,506,16:24:00,Saturday,High Park Loop.,Mechanical,6,12,E/B,4048
2018-11-03,501,17:43:00,Saturday,LAKESHORE/LUISA,Investigation,239,249,E/B,4067
2018-11-03,505,21:30:00,Saturday,University Ave,Emergency Services,7,14,W/B,8216
2018-11-03,506,21:45:00,Saturday,Carlton and Sherbourne,Held By,11,19,W/B,4198
2018-11-03,506,21:48:00,Saturday,Howard park and Dundas,Mechanical,5,10,W/B,4024
2018-11-03,501,23:33:00,Saturday,Queen/Dufferin,General Delay,14,23,W/B,4185
2018-11-04,301,01:46:00,Sunday,Neville Loop,Mechanical,9,18,W/B,4124
2018-11-04,506,06:12:00,Sunday,Coxwell and Lower Gerrard,Late Leaving Garage,5,10,E/B,4014
