Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2016-04-01,56,00:10:00,Friday,eglinton stn,Mechanical,25,50,e,1828
2016-04-01,96,00:15:00,Friday,humbercollege loop,Investigation,20,40,e/b,8477
2016-04-01,122,00:20:00,Friday,yorkmills stn,Mechanical,25,50,e,8376
2016-04-01,37,01:35:00,Friday,Islington and Resources,Mechanical,15,30,n,8089
2016-04-01,320,02:30:00,Friday,bay and harbour,Mechanical,4,8,s/b,7704
2016-04-01,320,03:10:00,Friday,Yonge & Kempland,Mechanical,3,6,S,8364
2016-04-01,302,03:37:00,Friday,McCowan and Steels ave.,Mechanical,30,60,S,8156
2016-04-01,52,05:08:00,Friday,Lawrence and Weston,Late Leaving Garage,10,20,down,1542
2016-04-01,116,05:24:00,Friday,Garage,Mechanical,10,20,S/B,7459
2016-04-01,134,05:25:00,Friday,Tapscott and Crowtrail,Late Leaving Garage,20,40,S,1766
2016-04-01,51,05:29:00,Friday,Leslie and Yorkmills,Mechanical,20,40,n/b,8308
2016-04-01,191,05:34:00,Friday,Martin Grove & Royal Crest,Mechanical,8,19,N,8527
2016-04-01,35,05:37:00,Friday,JNST,Late Leaving Garage,10,20,N,8467
2016-04-01,7,05:39:00,Friday,Village gate,Late Leaving Garage,21,50,s/b,9051
2016-04-01,24,05:40:00,Friday,Danforth ave and victoria park,Utilized Off Route,6,18,nb,7745
2016-04-01,63,05:46:00,Friday,mt Dennis,Mechanical,12,24,,1597
2016-04-01,32,05:51:00,Friday,Eglinton west stn,Mechanical,6,16,eb,1659
2016-04-01,112,05:56:00,Friday,Kip Station,Mechanical,13,26,n/b,8062
2016-04-01,199,06:01:00,Friday,Malvern garage,Late Leaving Garage,8,16,W,1403
2016-04-01,45,06:03:00,Friday,Steeles Loop,Late Leaving Garage,6,13,S/B,8039
2016-04-01,29,06:06:00,Friday,Princes gate,Late Leaving Garage,8,16,n/b,9046
2016-04-01,63,06:06:00,Friday,mt Dennis,Late Leaving Garage,4,7,sb,1548
2016-04-01,79,06:10:00,Friday,Mt dennis,Mechanical,12,24,up,1026
2016-04-01,47,06:11:00,Friday,Lansdown and Queen,Utilized Off Route,9,18,N/B,1563
