Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2016-06-01,112,00:04:00,Wednesday,Carlingview and Worcester,Mechanical,18,36,s,8061
2016-06-01,168,00:39:00,Wednesday,Avon Loop,Utilized Off Route,12,24,s,7964
2016-06-01,40,01:12:00,Wednesday,Runnymede Loop,Mechanical,10,20,w/b,8066
2016-06-01,300,03:07:00,Wednesday,Greeenwood Av to Danforth Ave,Mechanical,20,40,EB,8016
2016-06-01,320,03:40:00,Wednesday,York Mills & Yonge,Utilized Off Route,4,8,N,8146
2016-06-01,300,03:43:00,Wednesday,The East Mall,Utilized Off Route,20,40,EB,7428
2016-06-01,300,04:11:00,Wednesday,Keele St,Utilized Off Route,1,1,WB,7950
2016-06-01,300,04:11:00,Wednesday,Dufferin and Bloor,Mechanical,30,60,EB,1658
2016-06-01,36,05:21:00,Wednesday,Finch/arrow,Late Leaving Garage,5,10,w,9130
2016-06-01,71,05:23:00,Wednesday,Runnymede and Bloor,Mechanical,0,17,n/b,1624
2016-06-01,85,05:25:00,Wednesday,Meadowvale loop,Late Leaving Garage,11,27,W,9074
2016-06-01,23,05:31:00,Wednesday,Main station,Late Leaving Garage,11,22,e,8132
2016-06-01,38,05:37:00,Wednesday,Rouge Hill GO,Late Leaving Garage,10,20,W,1128
2016-06-01,32,05:38:00,Wednesday,Skymark,Mechanical,9,17,e/b,1588
2016-06-01,6,05:41:00,Wednesday,Bedford & Dupont,Utilized Off Route,13,20,s/b,1039
2016-06-01,117,05:41:00,Wednesday,Alness and Steeles,Mechanical,18,18,SB,1801
2016-06-01,774,05:42:00,Wednesday,Finch Station,Utilized Off Route,1,1,W,1358
2016-06-01,100,05:43:00,Wednesday,Eglinton and Don Mills,Utilized Off Route,20,40,W,7637
2016-06-01,100,05:43:00,Wednesday,Broadview STN,Utilized Off Route,17,31,N/B,7606
2016-06-01,87,05:43:00,Wednesday,Broadview Stn,Utilized Off Route,8,16,,7841
2016-06-01,168,05:45:00,Wednesday,Avon Loop,Utilized Off Route,5,13,s/b,7943
2016-06-01,54,05:45:00,Wednesday,Eglinton yard,Utilized Off Route,6,12,wb,7573
2016-06-01,54,05:45:00,Wednesday,Eglinton yard,Utilized Off Route,60,12,wb,7573
2016-06-01,96,05:45:00,Wednesday,wilson stn,Utilized Off Route,28,46,w,1319
2016-06-01,81,05:45:00,Wednesday,thorncliff park,Utilized Off Route,5,10,e,7826
2016-06-01,39,05:46:00,Wednesday,Finch & Baldoon,Utilized Off Route,8,12,EB,1254
2016-06-01,12,05:48:00,Wednesday,Kennedy Stn,Late Leaving Garage,15,30,e,7865
2016-06-01,57,05:49:00,Wednesday,Midland and Steeles,Utilized Off Route,8,16,s,8125
2016-06-01,51,05:49:00,Wednesday,Eglinton Stn,Utilized Off Route,14,33,E,8328
2016-06-01,35,05:50:00,Wednesday,Jane Station,Utilized Off Route,5,10,N,1310
2016-06-01,40,05:50:00,Wednesday,Clendenan And Dundas St W,Utilized Off Route,12,24,s/b,8077
2016-06-01,96,05:52:00,Wednesday,yorkmills stn,Utilized Off Route,28,46,w,1363
2016-06-01,47,05:54:00,Wednesday,Lansdowne and Queen,Emergency Services,18,36,SB,1013
2016-06-01,25,05:54:00,Wednesday,Pape STN,Utilized Off Route,6,13,N/B,7674
2016-06-01,24,05:55:00,Wednesday,Victoria Park Station,Utilized Off Route,9,18,NB,7812
2016-06-01,36,05:55:00,Wednesday,Finch stan,Utilized Off Route,5,10,w,9119
2016-06-01,53,05:55:00,Wednesday,Markham Rd and Passmore,Utilized Off Route,4,9,W,1262
2016-06-01,85,05:57:00,Wednesday,Meadowvale loop,Utilized Off Route,5,10,W,9066
2016-06-01,38,05:57:00,Wednesday,Rouge Hill GO,Utilized Off Route,9,19,W,1097
2016-06-01,86,05:58:00,Wednesday,Eglinton Yard,Mechanical,8,16,W,7603
2016-06-01,60,05:59:00,Wednesday,Finch Station,Utilized Off Route,15,20,E,1255
2016-06-01,75,06:00:00,Wednesday,Sherbourne abd Bloor,Utilized Off Route,15,30,n/b,8178
2016-06-01,95,06:00:00,Wednesday,SCLP,Utilized Off Route,20,30,WB,1272
2016-06-01,102,06:02:00,Wednesday,Warden stn.,Late Leaving Garage,20,40,NB,8147
2016-06-01,52,06:02:00,Wednesday,Lawrence stn,Utilized Off Route,12,24,w/b,1023
2016-06-01,199,06:02:00,Wednesday,Morningside & Nightstar,Utilized Off Route,6,14,WB,1083
2016-06-01,66,06:02:00,Wednesday,Lakeshore and Marine Parade,Utilized Off Route,15,28,N/B,7909
2016-06-01,116,06:03:00,Wednesday,Kennedy STN,Utilized Off Route,7,13,W,7680
2016-06-01,90,06:03:00,Wednesday,St.Clair West stn,Utilized Off Route,12,24,n/b,8379
2016-06-01,32,06:04:00,Wednesday,Eglinton west stn,Utilized Off Route,20,29,e/b,1043
2016-06-01,52,06:05:00,Wednesday,Royal York & Dixon,Late Leaving Garage,11,23,e/b,1006
2016-06-01,29,06:06:00,Wednesday,Dufferin and Playfair,Utilized Off Route,8,15,N,9049
2016-06-01,76,06:07:00,Wednesday,Evans and Royal York Rd,Utilized Off Route,5,9,S/B,7348
2016-06-01,107,06:08:00,Wednesday,Wilson Station,Mechanical,12,20,n,1559
2016-06-01,199,06:08:00,Wednesday,Scarborough Town Centre,Late Leaving Garage,10,1,WB,1119
2016-06-01,53,06:09:00,Wednesday,Finch Stn,Utilized Off Route,4,5,E,9057
