Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2018-11-01,97,00:05:00,Thursday,Davisville and Yonge St,Diversion,19,49,N/B,8218
2018-11-01,52,00:16:00,Thursday,Lawrence and Ralph,Investigation,18,36,E/B,8137
2018-11-01,165,01:32:00,Thursday,Sheppard and Weston,Mechanical,10,20,NB,3234
2018-11-01,96,01:51:00,Thursday,HUML,Emergency Services,1,1,S/B,3188
2018-11-01,116,01:56:00,Thursday,Kennedy,Mechanical,10,20,N/B,8698
2018-11-01,84,02:10:00,Thursday,Tuscan gate/Sheppard,Mechanical,10,20,W/B,3110
2018-11-01,320,02:13:00,Thursday,FSTN,Mechanical,3,6,S/B,8890
2018-11-01,320,02:13:00,Thursday,QQYU,Utilized Off Route,3,6,N/B,8890
2018-11-01,384,02:16:00,Thursday,WEBR,Mechanical,30,60,E/B,3176
2018-11-01,320,02:18:00,Thursday,Yonge and Lawrence,Utilized Off Route,3,7,SB,8327
2018-11-01,300,02:24:00,Thursday,Bloor/Christie,Emergency Services,10,20,W/B,1058
2018-11-01,396,02:33:00,Thursday,IELM,Mechanical,15,30,E/B,8569
2018-11-01,41,02:46:00,Thursday,Rogers/Oldweston road,Mechanical,27,54,N/B,9145
2018-11-01,363,02:47:00,Thursday,Shaw st on King,Mechanical,30,60,S/B,8348
2018-11-01,300,03:46:00,Thursday,Jane and Bloor,Mechanical,20,40,E/B,8409
2018-11-01,102,04:44:00,Thursday,WSTN,Late Leaving Garage,15,30,N/B,9227
2018-11-01,168,04:45:00,Thursday,WB Rogers @ Scott,Diversion,105,115,N/B,1117
2018-11-01,41,04:50:00,Thursday,Scott and Rogers Road,Diversion,95,107,N/B,
2018-11-01,95,05:00:00,Thursday,KNRD,Mechanical,10,10,W/B,1772
2018-11-01,72,05:03:00,Thursday,Logan and Commissioners,Diversion,999,999,B/W,
2018-11-01,76,05:05:00,Thursday,Royal York and Symons,Diversion,251,264,S/B,
2018-11-01,35,05:06:00,Thursday,JNST,Mechanical,15,30,N/B,3271
2018-11-01,7,05:11:00,Thursday,Greenwin Village at Bathurst St,Late Leaving Garage,11,28,S/B,9017
2018-11-01,7,05:12:00,Thursday,Bathhrst and wilson ave,Late Leaving Garage,6,36,S/B,9015
2018-11-01,46,05:15:00,Thursday,Kipling stn,Late Leaving Garage,5,10,E/B,8561
2018-11-01,165,05:20:00,Thursday,YKMS,Late Leaving Garage,15,30,W/B,8582
2018-11-01,88,05:23:00,Thursday,Thorncliffe Park,Late Leaving Garage,20,40,W/B,8179
2018-11-01,35,05:28:00,Thursday,Alliance and Jane,Investigation,10,20,N/B,3288
2018-11-01,161,05:35:00,Thursday,Rogers / Scott,Diversion,25,45,W/B,1134
2018-11-01,165,05:37:00,Thursday,FWES,Late Leaving Garage,1,10,W/B,8597
2018-11-01,53,05:41:00,Thursday,Passmore and Markham Rd,Late Leaving Garage,5,10,EW,1568
2018-11-01,36,05:43:00,Thursday,Finch stn,Late Leaving Garage,5,10,E/B,913
2018-11-01,36,05:45:00,Thursday,Humberwood  loop,Late Leaving Garage,5,10,W/B,9110
2018-11-01,11,05:47:00,Thursday,Sunnybrook Hospital,Late Leaving Garage,15,15,S/B,8315
2018-11-01,320,05:49:00,Thursday,Wilson ave,Mechanical,5,8,E/B,1342
2018-11-01,117,05:53:00,Thursday,Dufferin and Steeles,Late Leaving Garage,10,20,S/B,1309
2018-11-01,132,05:55:00,Thursday,Sewells Rd-Bremyon Way,Late Leaving Garage,14,28,S/B,1565
2018-11-01,329,05:59:00,Thursday,Orfus 5rd,Mechanical,30,60,E/B,1272
2018-11-01,39,06:00:00,Thursday,39 Finch Route- All Branch,General Delay,10,20,B/W,1827
2018-11-01,939,06:00:00,Thursday,939 Finch Expres-All Branch,General Delay,10,18,B/W,1775
2018-11-01,952,06:03:00,Thursday,Lawrence Station,Mechanical,11,22,W/B,8174
2018-11-01,54,06:06:00,Thursday,eglinton yard,Late Leaving Garage,1,1,o/b,8662
2018-11-01,60,06:07:00,Thursday,Signet and Steeles,Late Leaving Garage,7,14,E/B,3119
2018-11-01,95,06:09:00,Thursday,SCLP,Late Leaving Garage,9,18,W/B,1707
2018-11-01,53,06:13:00,Thursday,Old Kennedy on Steeles,Mechanical,5,11,W/B,1664
2018-11-01,32,06:20:00,Thursday,KEEG,Late Leaving Garage,3,6,E/B,1089
2018-11-01,95,06:29:00,Thursday,ELRT,Mechanical,7,14,W/B,1674
2018-11-01,108,06:30:00,Thursday,WILS,Late Leaving Garage,20,40,W/B,3141
2018-11-01,952,06:31:00,Thursday,Airport T3,Mechanical,11,22,E/B,8157
2018-11-01,118,06:37:00,Thursday,Keele and Wilson,Investigation,20,40,W/B,3141
2018-11-01,32,06:40:00,Thursday,ESTN,Late Leaving Garage,6,12,W/B,1073
2018-11-01,131,06:40:00,Thursday,STC,Late Leaving Garage,7,15,E/B,1706
2018-11-01,84,06:40:00,Thursday,Sheppard Yonge Station,Late Leaving Garage,9,18,W/B,3130
2018-11-01,60,06:44:00,Thursday,Finch Station,Late Leaving Garage,8,16,W/B,3226
2018-11-01,984,06:46:00,Thursday,Rivalda and Sheppard,Late Leaving Garage,10,22,W/B,3243
2018-11-01,102,06:52:00,Thursday,St.Clair and Birchmount,Mechanical,20,40,N/B,8945
2018-11-01,939,06:58:00,Thursday,STC SRT,Late Leaving Garage,7,14,W/B,1646
2018-11-01,131,07:00:00,Thursday,Kennedy Station,General Delay,30,38,B/W,
2018-11-01,47,07:14:00,Thursday,EARL,Mechanical,5,10,S/B,1590
2018-11-01,506,07:15:00,Thursday,eglinton yard,Late Leaving Garage,1,1,o/b,8834
2018-11-01,75,07:17:00,Thursday,Jarvis St at Queens Quay,Mechanical,5,9,N/B,1220
2018-11-01,7,07:19:00,Thursday,Bathrust St and Wilson Ave W,Mechanical,9,19,N/B,9008
2018-11-01,39,07:19:00,Thursday,Neilson and Finch,Mechanical,15,30,W/B,1678
2018-11-01,131,07:20:00,Thursday,MORN,Late Leaving Garage,8,16,W/B,1726
2018-11-01,86,07:30:00,Thursday,Kennedy STN to Toronto Zoo,General Delay,15,25,B/W,
2018-11-01,73,07:30:00,Thursday,Royal York Rte,General Delay,10,24,B/W,
2018-11-01,76,07:30:00,Thursday,Royal York Rte,General Delay,10,24,B/W,
2018-11-01,87,07:34:00,Thursday,Gledhill and Cosburn,Investigation,5,10,E/B,8442
2018-11-01,100,07:34:00,Thursday,Broadview station,Mechanical,3,6,N/B,8808
2018-11-01,100,07:36:00,Thursday,Broadview station,Late Leaving Garage,3,6,S/B,8980
2018-11-01,95,07:44:00,Thursday,Ellesmere Rd at Warden Ave,Mechanical,7,14,W/B,1332
2018-11-01,929,07:55:00,Thursday,Wilson stn,Mechanical,11,22,W/B,9147
2018-11-01,17,08:00:00,Thursday,Birchmount Road,General Delay,7,14,B/W,
2018-11-01,985,08:08:00,Thursday,Kennedy and Sheppard,General Delay,9,18,B/W,9062
2018-11-01,90,08:15:00,Thursday,St Clair west station to Vaughan/ oakwood Rd,General Delay,23,27,B/W,
