Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2018-01-01,165,00:17:00,Monday,Wilson Stn,Mechanical,10,20,W/B,1291
2018-01-01,706,00:20:00,Monday,Birchmount Garage,Utilized Off Route,1,1,S/B,8123
2018-01-01,28,00:30:00,Monday,Davisville Station,Investigation,30,60,S/B,8306
2018-01-01,12,00:55:00,Monday,Kennedy Station,Mechanical,22,44,S/B,7777
2018-01-01,72,00:55:00,Monday,Pape Station,Mechanical,18,36,,7787
2018-01-01,84,01:10:00,Monday,SWST,Mechanical,10,20,W/B,8453
2018-01-01,84,01:13:00,Monday,SWST,Mechanical,10,20,E/B,8597
2018-01-01,97,01:15:00,Monday,Davisville Station,Utilized Off Route,30,60,N/B,8202
2018-01-01,96,01:18:00,Monday,Transit rd and Wilson,Investigation,10,20,E/B,1318
2018-01-01,32,01:25:00,Monday,Eglinton and Bathurst,Mechanical,15,30,W/B,1405
2018-01-01,121,01:34:00,Monday,Princess Gate,Mechanical,19,18,E/B,7750
2018-01-01,133,01:43:00,Monday,Neilson Rd and 401 HWY,Diversion,197,210,S/B,
2018-01-01,28,01:45:00,Monday,Bayview and Pottery,Emergency Services,15,30,76647,8202
2018-01-01,39,01:45:00,Monday,NECR,Mechanical,10,20,W/B,1768
2018-01-01,120,01:58:00,Monday,Wilson Stn,Mechanical,30,60,S/B,8529
2018-01-01,28,02:00:00,Monday,Bayview and Pottery Rd,Diversion,0,0,S/B,8306
2018-01-01,24,02:18:00,Monday,Victoria Park Station,Mechanical,10,20,S/B,7878
2018-01-01,42,02:24:00,Monday,Finch stn,Mechanical,26,52,E/B,1826
2018-01-01,52,02:25:00,Monday,Martin Grove and Dixon,Mechanical,25,48,E/B,1057
2018-01-01,88,02:30:00,Monday,Millwood and Southvle,Mechanical,20,40,S/B,1675
2018-01-01,191,02:34:00,Monday,SLPM,Mechanical,15,30,S/B,8578
2018-01-01,20,03:05:00,Monday,Kennedy Station,Mechanical,30,60,E/B,8104
2018-01-01,300,03:08:00,Monday,Kennedy Station to Terminal #3 Pearson Airport,General Delay,15,45,B/W,
2018-01-01,89,03:32:00,Monday,Jane and Weston,Mechanical,10,20,S/B,1009
2018-01-01,24,03:36:00,Monday,Victoria Park and Steeles,Mechanical,15,30,S/B,7753
2018-01-01,300,03:39:00,Monday,Kennedy Station,Late Leaving Garage,20,40,E/B,8071
2018-01-01,320,04:02:00,Monday,Lawrence and Yonge,Mechanical,15,38,S/B,8325
2018-01-01,300,04:15:00,Monday,Mossom Rd and Bloor Street,Mechanical,35,65,E/B,8627
2018-01-01,320,04:34:00,Monday,QQYO,Utilized Off Route,8,15,N/B,8802
2018-01-01,300,04:36:00,Monday,Kennedy Station,Late Leaving Garage,33,60,W/B,8071
2018-01-01,320,04:40:00,Monday,QQYO,Utilized Off Route,8,15,N/B,8842
2018-01-01,324,04:43:00,Monday,Bingham Loop,Late Leaving Garage,30,30,N/B,8128
2018-01-01,320,04:43:00,Monday,Yonge and Alexander,Investigation,15,20,N/B,8895
2018-01-01,334,04:44:00,Monday,Neilson Rd and 401 HWY,Diversion,148,178,E/B,
2018-01-01,325,04:54:00,Monday,FDMD,Late Leaving Garage,30,60,E/B,
2018-01-01,334,05:00:00,Monday,Neilson - Hwy 401,Diversion,30,60,B/W,
2018-01-01,52,05:08:00,Monday,Terminal 1 Airport,Late Leaving Garage,14,14,E/B,1396
2018-01-01,52,05:58:00,Monday,Airport Terminal 1,Mechanical,14,29,E/B,1411
2018-01-01,56,06:00:00,Monday,Eglinton Stn,Late Leaving Garage,30,30,,8374
2018-01-01,307,06:12:00,Monday,Bathurst and Wilson,Late Leaving Garage,30,60,,8373
2018-01-01,35,06:20:00,Monday,Jane and Steeles,Mechanical,10,20,N/B,8599
2018-01-01,133,06:25:00,Monday,Neilson - Hwy 401,Diversion,30,60,B/W,
2018-01-01,36,06:37:00,Monday,Finch and Driftwood,Emergency Services,30,60,W/B,8438
2018-01-01,41,06:38:00,Monday,Rogers Road and Weston Rd,Mechanical,11,23,S/B,1547
2018-01-01,37,06:41:00,Monday,"On Bergamot, at Islington",Mechanical,24,50,E/B,8036
2018-01-01,300,06:48:00,Monday,Danforth Ave - Danforth Rd,Mechanical,9,17,W/B,8009
2018-01-01,52,06:51:00,Monday,Airport terminal 3,Mechanical,10,30,E/B,1406
2018-01-01,89,06:55:00,Monday,King and Weston Rd.,Emergency Services,10,20,N/B,1615
2018-01-01,52,07:02:00,Monday,Lawrence West Stn.,Late Leaving Garage,10,10,W/B,1564
2018-01-01,91,07:02:00,Monday,VALLEY WOODS RD. & YORK MILLS RD,Late Leaving Garage,24,24,S/B,7751
2018-01-01,17,07:06:00,Monday,Warden Loop at Steeles,Late Leaving Garage,24,24,S/B,7774
2018-01-01,9,07:12:00,Monday,Scarborough town centre,Late Leaving Garage,24,24,S/B,8187
2018-01-01,29,07:20:00,Monday,Dufferin and College,Investigation,8,17,S/B,8215
2018-01-01,29,07:20:00,Monday,Dufferin and College,Investigation,8,17,S/B,8378
2018-01-01,29,07:21:00,Monday,Dufferin between college and dundas,Diversion,8,72,B/W,8353
2018-01-01,90,07:38:00,Monday,Oakwood and Vaughn,Mechanical,30,30,,8377
2018-01-01,300,07:40:00,Monday,Bloor - Dundas West,Emergency Services,14,25,E/B,8146
2018-01-01,100,07:54:00,Monday,DMWF,Mechanical,10,20,S/B,7675
2018-01-01,23,07:55:00,Monday,Dawes Rd route,Diversion,106,1,B/W,7789
2018-01-01,37,07:56:00,Monday,Humber Loop,Mechanical,15,31,S/B,7926
2018-01-01,36,07:57:00,Monday,Finch and Humberwood,Mechanical,10,20,E/B,1284
2018-01-01,9,08:00:00,Monday,Warden Station,Mechanical,24,24,E/B,8187
2018-01-01,97,08:10:00,Monday,Steeles and Yonge,Mechanical,30,60,,1661
2018-01-01,32,08:12:00,Monday,Pine and Lawrence,Utilized Off Route,10,20,S/B,1246
2018-01-01,60,08:20:00,Monday,Finch station,Mechanical,13,26,E/B,8617
2018-01-01,51,08:38:00,Monday,Southwell Dr and Leslie Street,Mechanical,29,58,N/B,8372
2018-01-01,21,08:44:00,Monday,Kennedy Station,Mechanical,22,44,N/B,8112
2018-01-01,89,08:50:00,Monday,Ray on Weston Rd.,Mechanical,10,20,S/B,1023
2018-01-01,102,08:51:00,Monday,Markham and Select,Mechanical,10,20,S/B,8156
2018-01-01,52,08:54:00,Monday,Lawrence West Stn.,Late Leaving Garage,10,20,W/B,1029
2018-01-01,160,08:54:00,Monday,Wilson Station,Mechanical,36,72,N/B,8209
2018-01-01,199,08:56:00,Monday,Finch Station,Mechanical,8,16,E/B,1109
2018-01-01,81,08:56:00,Monday,Victoria Park and Eglinton,Mechanical,10,20,W/B,8134
2018-01-01,63,09:02:00,Monday,Eglinton West Stn.,Late Leaving Garage,8,17,S/B,1531
2018-01-01,112,09:02:00,Monday,Kipling Station,Mechanical,20,40,N/B,8020
2018-01-01,161,09:04:00,Monday,Ossington Stn.,Late Leaving Garage,14,28,W/B,1638
2018-01-01,190,09:07:00,Monday,STC,Utilized Off Route,16,32,S/B,8706
2018-01-01,32,09:09:00,Monday,Wright and Pine,Late Leaving Garage,9,19,E/B,1509
2018-01-01,102,09:10:00,Monday,Warden Station,Utilized Off Route,10,20,N/B,7727
2018-01-01,199,09:11:00,Monday,Scar Town Centre Station,Utilized Off Route,8,16,W/B,1279
2018-01-01,34,09:12:00,Monday,KENN,Utilized Off Route,9,19,W/B,8935
2018-01-01,20,09:14:00,Monday,Kennedy Station,Utilized Off Route,24,48,W/B,7803
2018-01-01,12,09:15:00,Monday,Kennedy Station,Utilized Off Route,15,30,W/B,8142
2018-01-01,86,09:17:00,Monday,KENN,Utilized Off Route,8,15,E/B,8678
2018-01-01,54,09:23:00,Monday,Lawrence SRT,Utilized Off Route,13,26,W/B,8846
2018-01-01,43,09:25:00,Monday,STC,Mechanical,15,30,S/B,8853
2018-01-01,21,09:32:00,Monday,Kennedy Station,Utilized Off Route,22,44,N/B,8137
2018-01-01,113,09:38:00,Monday,Main Station,Late Leaving Garage,15,30,E/B,7783
2018-01-01,32,09:39:00,Monday,Ronald on Eglinton,Mechanical,10,20,W/B,1038
2018-01-01,32,10:01:00,Monday,Pine and Lawrence,Utilized Off Route,10,20,S/B,1529
2018-01-01,14,10:40:00,Monday,Davisville Station,Mechanical,20,40,W/B,1643
2018-01-01,39,10:46:00,Monday,MCFI,Mechanical,17,34,E/B,1270
2018-01-01,85,10:56:00,Monday,Don Mills Station,Mechanical,8,16,E/B,1290
2018-01-01,41,11:00:00,Monday,Keele Station,Mechanical,11,22,W/B,1024
2018-01-01,186,11:13:00,Monday,Humber College,Utilized Off Route,259,270,E/B,1337
2018-01-01,52,11:34:00,Monday,Mount Dennis to Lawrence Station,Late Leaving Garage,15,320,W/B,1348
2018-01-01,121,11:40:00,Monday,Bremmner and Navy Wharf,Diversion,51,1,E/B,7747
2018-01-01,52,11:50:00,Monday,Lawrence West Station,Late Leaving Garage,17,34,W/B,1219
2018-01-01,85,12:02:00,Monday,ZOO,Late Leaving Garage,6,11,W/B,1762
2018-01-01,95,12:05:00,Monday,York Mills - Leslie,Mechanical,17,27,E/B,1753
2018-01-01,133,12:10:00,Monday,Scarborough Town Centre,Late Leaving Garage,10,20,EB,1077
2018-01-01,53,12:19:00,Monday,PAMK,Late Leaving Garage,4,10,W/B,1122
2018-01-01,198,12:20:00,Monday,Falmouth and Eglinton,Investigation,11,22,E/B,8928
2018-01-01,51,12:22:00,Monday,eglinton stn,Mechanical,24,48,N/B,8214
2018-01-01,29,12:31:00,Monday,WILSON STATION,Mechanical,3,7,S/B,1789
2018-01-01,21,12:34:00,Monday,Gowan and Brimley,Investigation,18,36,S/B,7769
2018-01-01,109,12:40:00,Monday,Bathurst and Neptune,Mechanical,50,11,S/B,1803
2018-01-01,16,12:40:00,Monday,Scarborough town ctr,Mechanical,12,24,S/B,7862
2018-01-01,38,12:44:00,Monday,MKEL,Mechanical,10,20,E/B,1085
2018-01-01,169,12:55:00,Monday,Scarb Twn Centre,Mechanical,30,60,W/B,1367
2018-01-01,29,13:01:00,Monday,Wilson Station,Mechanical,4,7,S/B,1342
2018-01-01,38,13:05:00,Monday,Rouge Hill GO,Mechanical,10,20,WB,1085
2018-01-01,108,13:15:00,Monday,Pioneer Village Station,Mechanical,18,36,SB,8531
2018-01-01,165,13:29:00,Monday,Yonge Blvd and Wilson Avenue,Mechanical,8,17,wb,8482
2018-01-01,199,13:35:00,Monday,STC,Mechanical,8,16,W/B,1123
2018-01-01,102,13:58:00,Monday,steels and markham road,Mechanical,20,40,S/B,8116
2018-01-01,53,14:20:00,Monday,ESNA PARK ON STEELES,Mechanical,6,12,W/B,1743
2018-01-01,112,14:26:00,Monday,Carlingview and 409,Mechanical,20,40,S/B,7939
2018-01-01,25,14:55:00,Monday,Pape Station,Mechanical,9,18,N/B,8742
2018-01-01,186,15:04:00,Monday,York Mills Station,Mechanical,12,23,W/B,8440
2018-01-01,96,15:08:00,Monday,Wilson Station,Investigation,13,22,E/B,8476
2018-01-01,186,15:10:00,Monday,Transit Rd and Wilson,Investigation,11,23,E/B,7968
2018-01-01,53,16:12:00,Monday,Kennedy on Steeles,Investigation,6,12,W/B,1766
2018-01-01,24,16:16:00,Monday,victoria park station,Mechanical,8,16,N/B,7737
2018-01-01,29,16:27:00,Monday,bloor st.,Mechanical,4,8,N/B,1799
2018-01-01,63,16:40:00,Monday,On Ossington North of Queen,Diversion,1,1,S/B,1410
2018-01-01,52,16:42:00,Monday,Weston and Lawrence,Mechanical,14,28,W/B,1023
2018-01-01,53,16:54:00,Monday,FSTN,Utilized Off Route,6,12,E/B,1122
2018-01-01,34,16:55:00,Monday,Kennedy stn,Mechanical,10,20,W/B,8731
2018-01-01,195,16:56:00,Monday,Jane Station,Utilized Off Route,10,20,NB,8592
2018-01-01,95,16:57:00,Monday,Markham and Ellesmere,Utilized Off Route,8,16,WB,1289
2018-01-01,102,16:58:00,Monday,warden station,Utilized Off Route,10,20,N/B,8112
2018-01-01,191,17:00:00,Monday,Kipling Stn,Utilized Off Route,10,20,,7978
2018-01-01,116,17:00:00,Monday,KENN,Utilized Off Route,7,15,E/B,8730
2018-01-01,68,17:00:00,Monday,Warden stn,Utilized Off Route,10,20,N/B,8860
2018-01-01,133,17:00:00,Monday,Markham and Ellesmere,Utilized Off Route,10,20,WB,1275
2018-01-01,29,17:01:00,Monday,BLOOR ST AND DUFFERIN ST,Utilized Off Route,3,7,N/B,8316
2018-01-01,25,17:02:00,Monday,pape stn,Utilized Off Route,10,20,N/B,8621
2018-01-01,199,17:03:00,Monday,Scarborough Town Centre,Utilized Off Route,8,16,WB,1252
2018-01-01,7,17:04:00,Monday,Bathurst Station,Utilized Off Route,8,16,N/B,1278
2018-01-01,24,17:05:00,Monday,BRGA,Utilized Off Route,8,16,,7825
2018-01-01,21,17:07:00,Monday,Kennedy Station,Utilized Off Route,17,34,,8137
2018-01-01,91,17:08:00,Monday,Woodbine Station,Utilized Off Route,24,48,,7719
2018-01-01,39,17:08:00,Monday,Markham and Finch,Utilized Off Route,16,32,EB,1099
