Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2018-09-01,96,00:35:00,Saturday,York Mills Station,Mechanical,20,40,WB,8563
2018-09-01,199,01:04:00,Saturday,Finch Station,Utilized Off Route,9,18,E/B,1718
2018-09-01,24,01:20:00,Saturday,Victoria Park Station,Utilized Off Route,10,20,N/B,8132
2018-09-01,16,01:34:00,Saturday,Warden Station,Emergency Services,1,1,S/B,7875
2018-09-01,334,02:12:00,Saturday,Finchdene Square/Finch Ave to Eglinton Station,General Delay,30,1,B/W,
2018-09-01,320,02:13:00,Saturday,Queens Quay and Yonge,Utilized Off Route,3,6,NB,8828
2018-09-01,335,02:19:00,Saturday,Pioneer Village Station,Emergency Services,30,30,SB,3104
2018-09-01,302,03:09:00,Saturday,McCowan Loop,Mechanical,30,60,S/B,7766
2018-09-01,320,03:16:00,Saturday,Yonge and Lawrence,Mechanical,3,7,NB,8159
2018-09-01,341,03:30:00,Saturday,Keele and Dovehouse,Diversion,104,134,BW,
2018-09-01,320,03:40:00,Saturday,Yonge and Finch,Mechanical,4,7,NB,9207
2018-09-01,320,04:06:00,Saturday,Queen Quay at Yonge St,Utilized Off Route,15,30,N/B,1136
2018-09-01,329,04:11:00,Saturday,Transit Rd at Wilson Ave,Mechanical,30,60,N/B,9051
2018-09-01,96,04:22:00,Saturday,Wilson Station,Late Leaving Garage,30,1,W/B,8479
2018-09-01,41,04:50:00,Saturday,Keele @ Dovehouse,Diversion,154,172,B/W,1054
2018-09-01,12,05:11:00,Saturday,Kennedy stn,Late Leaving Garage,8,0,W/B,7820
2018-09-01,113,05:16:00,Saturday,Kennedy,Late Leaving Garage,4,,S/B,7823
2018-09-01,704,05:30:00,Saturday,Arrow Rd Garage,Late Leaving Garage,1,1,B/W,8467
2018-09-01,702,05:30:00,Saturday,QYGA,Utilized Off Route,1,2,E/B,7917
2018-09-01,64,05:35:00,Saturday,MSTN,Diversion,999,999,S/B,8957
2018-09-01,29,05:35:00,Saturday,Wilson Station,Late Leaving Garage,8,15,S/B,9017
2018-09-01,6,05:36:00,Saturday,DDUP,Utilized Off Route,30,60,S/B,1117
2018-09-01,16,05:38:00,Saturday,Warden stn,Late Leaving Garage,15,30,N/B,7833
2018-09-01,167,05:40:00,Saturday,Don mills stn,Late Leaving Garage,8,,W/B,7857
2018-09-01,124,05:40:00,Saturday,Lawrence Station,Late Leaving Garage,20,20,E/B,8202
2018-09-01,36,05:47:00,Saturday,Finch Ave West at Arrow Rd,Late Leaving Garage,10,29,E/B,9107
2018-09-01,60,05:50:00,Saturday,Steele Loop at Martin Grove,Late Leaving Garage,12,32,E/B,8597
2018-09-01,22,05:51:00,Saturday,CSTN,Late Leaving Garage,10,20,S/B,7855
2018-09-01,97,05:53:00,Saturday,Hilda and Steeles,Mechanical,30,60,S/B,8357
2018-09-01,135,05:54:00,Saturday,VICT,Late Leaving Garage,30,60,E/B,7777
2018-09-01,95,05:55:00,Saturday,KNRD,Late Leaving Garage,17,17,W/B,1520
2018-09-01,87,05:55:00,Saturday,MSTN,Late Leaving Garage,10,20,W/B,9208
2018-09-01,97,05:58:00,Saturday,Davisville Station,Mechanical,24,48,S/B,8151
2018-09-01,87,06:00:00,Saturday,MSTN,Diversion,999,999,W/B,9213
2018-09-01,135,06:03:00,Saturday,MSTN,Diversion,999,999,E/B,7777
2018-09-01,90,06:10:00,Saturday,Oakwood Ave and Vaughan Rd.,Late Leaving Garage,12,24,S/B,1665
2018-09-01,63,06:22:00,Saturday,Caniff and Strachan,Mechanical,10,,S/B,1275
2018-09-01,121,06:25:00,Saturday,Cherry Beach,Late Leaving Garage,0,0,W/B,7869
2018-09-01,63,06:46:00,Saturday,Eglinton Station,Late Leaving Garage,6,12,S/B,8026
2018-09-01,165,06:50:00,Saturday,York Mills Station,Late Leaving Garage,10,20,W/B,8562
2018-09-01,29,07:35:00,Saturday,Wilson Station,Mechanical,8,15,S/B,9039
2018-09-01,53,07:38:00,Saturday,FSTN,Mechanical,18,36,E/B,1615
2018-09-01,76,08:03:00,Saturday,RYST,Mechanical,10,20,N/B,8081
2018-09-01,29,08:36:00,Saturday,Wilson Station,Mechanical,5,10,S/B,9017
2018-09-01,198,08:53:00,Saturday,U of T loop,Mechanical,11,22,W/B,8798
2018-09-01,111,09:02:00,Saturday,Willowridge rd,Mechanical,15,30,S/B,8030
2018-09-01,6,09:35:00,Saturday,Davenport and Dupont,Mechanical,24,64,S/B,1117
2018-09-01,63,10:12:00,Saturday,Eglinton West Station,Mechanical,5,10,S/B,1301
2018-09-01,52,10:22:00,Saturday,LWJA,Mechanical,20,41,W/B,1016
2018-09-01,52,10:27:00,Saturday,Weston/Lawrence,Investigation,10,20,W/B,1263
