Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2018-04-01,35,00:15:00,Sunday,jane and weston,Investigation,9,18,N/B,8405
2018-04-01,100,00:37:00,Sunday,William Morgan Drive and Overlea Blvd,Investigation,10,20,S/B,8922
2018-04-01,87,01:00:00,Sunday,Broadview station,Utilized Off Route,10,20,N/B,8159
2018-04-01,56,01:17:00,Sunday,Donlands Stn,Utilized Off Route,24,24,N/B,8855
2018-04-01,329,02:06:00,Sunday,dufferin and orfus,Mechanical,30,60,N/B,9046
2018-04-01,300,06:33:00,Sunday,Woodbine and Danforth,Mechanical,12,24,W/B,8109
2018-04-01,168,06:43:00,Sunday,AVLOOP,Late Leaving Garage,20,20,S/B,1111
2018-04-01,706,07:27:00,Sunday,castle frank station,Mechanical,1,1,S/B,7784
2018-04-01,17,07:38:00,Sunday,warden station,Late Leaving Garage,1,1,S/B,7783
2018-04-01,94,07:43:00,Sunday,Oss Stn,Late Leaving Garage,12,12,E/B,1345
2018-04-01,123,07:43:00,Sunday,LONG BRANCH,Late Leaving Garage,20,40,N/B,7911
2018-04-01,24,07:51:00,Sunday,steels and vp,Mechanical,10,20,S/B,7772
2018-04-01,162,07:51:00,Sunday,Bayview south of Post Rd,Mechanical,30,60,S/B,1677
2018-04-01,72,07:56:00,Sunday,BRGA,Late Leaving Garage,18,36,S/B,7746
2018-04-01,29,08:00:00,Sunday,Wilson,Utilized Off Route,9,17,S/B,8175
2018-04-01,22,08:00:00,Sunday,Bingham Loop,Investigation,10,20,W/B,8168
2018-04-01,84,08:01:00,Sunday,Sheppard & Rivalda,Mechanical,10,20,W/B,8403
2018-04-01,133,08:37:00,Sunday,Morningside and Finch,Late Leaving Garage,12,24,S/B,1552
2018-04-01,12,08:38:00,Sunday,victoria park,Mechanical,1,1,S/B,8962
2018-04-01,165,08:51:00,Sunday,YKMS stn,Mechanical,9,18,W/B,8534
2018-04-01,63,09:02:00,Sunday,Eglinton West Station,Mechanical,8,17,S/B,1663
2018-04-01,32,09:03:00,Sunday,Eg W Stn,Late Leaving Garage,30,60,W/B,1112
2018-04-01,100,09:54:00,Sunday,Don Mills and Wynford,Mechanical,10,20,S/B,8639
2018-04-01,22,10:10:00,Sunday,Coxwell Station,Mechanical,10,20,S/B,7845
2018-04-01,199,10:34:00,Sunday,Finch Station,Mechanical,8,16,E/B,1592
2018-04-01,97,10:35:00,Sunday,Moore park and Yonge St,Mechanical,30,60,W/B,1806
2018-04-01,54,10:39:00,Sunday,RTLS,Mechanical,16,32,E/B,8854
2018-04-01,108,10:55:00,Sunday,Driftwood & Finch,Mechanical,15,30,N/B,8473
2018-04-01,33,11:40:00,Sunday,St Clair West Station,Utilized Off Route,20,4,N/B,1681
2018-04-01,95,12:16:00,Sunday,Scarborough College Loop,Late Leaving Garage,16,33,W/B,1558
2018-04-01,192,12:19:00,Sunday,KIPLING STN,Late Leaving Garage,7,14,E/B,8001
2018-04-01,29,12:34:00,Sunday,Dufferin and Shanley,Mechanical,3,7,N/B,9015
2018-04-01,199,12:39:00,Sunday,STC,Mechanical,8,16,W/B,1525
2018-04-01,100,12:51:00,Sunday,Don Mills/Wynford,Mechanical,8,17,S/B,8835
2018-04-01,771,12:53:00,Sunday,Wilson Garage,Utilized Off Route,1,1,N/B,1822
2018-04-01,24,12:54:00,Sunday,victoria park station,Utilized Off Route,8,16,N/B,7832
2018-04-01,701,12:55:00,Sunday,Wilson Garage,Utilized Off Route,1,1,S/B,8380
2018-04-01,5,12:55:00,Sunday,Queenspark circle and Charles st,Mechanical,20,40,SB,8199
2018-04-01,165,13:00:00,Sunday,Route 165,General Delay,10,18,B/W,
2018-04-01,29,13:12:00,Sunday,Wilson Station,Late Leaving Garage,3,7,S/B,8215
2018-04-01,64,13:40:00,Sunday,Souhtwood and Glen Stewart,Diversion,116,126,B/W,
2018-04-01,22,13:45:00,Sunday,Coxwell Avenue / CSTN,General Delay,10,20,B/W,
2018-04-01,24,13:49:00,Sunday,victoria park station,Utilized Off Route,8,16,N/B,8120
2018-04-01,29,13:59:00,Sunday,Wilson Station,Late Leaving Garage,4,7,S/B,8358
2018-04-01,92,14:00:00,Sunday,Kingston and woodbine,Diversion,160,170,N/B,7842
2018-04-01,34,14:08:00,Sunday,Eglinton/Foreman,Investigation,8,17,W/B,8809
2018-04-01,64,15:30:00,Sunday,Main Route,General Delay,10,1,B/W,8116
2018-04-01,97,15:32:00,Sunday,York Mills station,Utilized Off Route,20,60,S/B,8371
2018-04-01,63,15:50:00,Sunday,Pioneer Village Station,Mechanical,10,20,S/B,8339
2018-04-01,42,16:00:00,Sunday,Finch Station,Mechanical,16,32,E/B,1391
2018-04-01,122,16:05:00,Sunday,Roywood Dr and Fenside Dr,Mechanical,30,60,W/B,8388
2018-04-01,198,16:08:00,Sunday,Kennedy Station,Mechanical,11,22,E/B,8700
2018-04-01,39,16:30:00,Sunday,Finch STN,Mechanical,16,32,E/B,1340
2018-04-01,41,16:30:00,Sunday,St. Clair on Weston Rd.,Emergency Services,10,21,S/B,1575
2018-04-01,22,16:40:00,Sunday,Coxwell Avenue / CSTN,Mechanical,10,20,S/B,7874
2018-04-01,168,16:57:00,Sunday,Avon Loop,Mechanical,9,18,S/B,1091
2018-04-01,121,17:00:00,Sunday,Blue jay way,General Delay,7,14,B/W,
2018-04-01,102,17:26:00,Sunday,McCowan and Kingston Rd,Mechanical,10,20,W/B,1794
