Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2014-05-01,509,00:48:00,Thursday,Fort York Blvd @ Lakeshore,Mechanical,5,10,S/B,7477
2014-05-01,505,05:34:00,Thursday,Roncesvalles Yard.,Late Leaving Garage,5,10,W/B,4066
2014-05-01,501,05:40:00,Thursday,Queen and Connaught,Late Leaving Garage,5,10,EB,4214
2014-05-01,504,05:43:00,Thursday,Roncesvalles Yard.,Late Leaving Garage,4,8,W/B,4103
2014-05-01,502,05:43:00,Thursday,Queen and Connaught,Late Leaving Garage,12,24,eb,4011
2014-05-01,510,05:46:00,Thursday,Spadina and King,Late Leaving Garage,8,16,nb,4030
2014-05-01,501,05:49:00,Thursday,Queen and Connaught,Late Leaving Garage,5,10,EB,4227
2014-05-01,501,05:55:00,Thursday,Queen and Carlaw,Mechanical,12,24,E/B,4206
2014-05-01,504,06:12:00,Thursday,Roncesvalles Yard.,Late Leaving Garage,4,8,W/B,4036
2014-05-01,506,06:19:00,Thursday,Roncesvalles Yard.,Late Leaving Garage,4,8,W/B,4188
2014-05-01,501,06:36:00,Thursday,Roncesvalles Yard.,Late Leaving Garage,6,12,W/B,4201
2014-05-01,505,07:03:00,Thursday,Dundas at Yonge.,Mechanical,5,10,E/B,4136
2014-05-01,504,07:30:00,Thursday,King Route,General Delay,25,15,B/W,
2014-05-01,511,08:16:00,Thursday,CNE LOOP,Mechanical,6,12,N/B,4092
2014-05-01,511,10:30:00,Thursday,Bathurst Route,General Delay,13,18,SB,4090
2014-05-01,505,11:11:00,Thursday,Dundas & Broadview,Mechanical,13,20,E/B,4132
2014-05-01,805,11:11:00,Thursday,Broadview & Dundas,Mechanical,0,0,E/B,4151
2014-05-01,504,11:13:00,Thursday,Broadview and Dundas,Held By,9,13,E/B,4026
2014-05-01,505,11:13:00,Thursday,DUNDAS AT BRDVW.,Mechanical,11,16,E/B,4132
2014-05-01,510,12:00:00,Thursday,Spadina Stn,Mechanical,3,6,S/B,4113
2014-05-01,504,12:47:00,Thursday,Queen at Roncesvalles,Mechanical,4,8,W/B,4024
2014-05-01,504,12:53:00,Thursday,Roncesvalles & Grenadier,Investigation,5,10,S/B,4195
2014-05-01,506,13:00:00,Thursday,College & Beverley,Held By,5,10,B/W,4156
2014-05-01,512,13:00:00,Thursday,"St Clair, East of Yonge",General Delay,10,10,B/W,
2014-05-01,504,13:54:00,Thursday,King and Church,Mechanical,4,8,W/B,4018
2014-05-01,510,13:58:00,Thursday,Charlotte Loop and Adelaide,Held By,5,8,S/B,4126
2014-05-01,505,13:59:00,Thursday,Russell Yard,Late Leaving Garage,4,7,W/B,4088
2014-05-01,504,14:27:00,Thursday,King & Queen,Investigation,8,11,W/B,4195
2014-05-01,509,14:40:00,Thursday,CNE LOOP,Mechanical,0,0,E/B,9432
