Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 00:00,2018,1,1,00:00,-16.9,,-21.1,,70.0,,,M,,M,,,101.64,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 01:00,2018,1,1,01:00,-16.3,,-20.6,,69.0,,,M,,M,,,101.61,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 02:00,2018,1,1,02:00,-17.6,,-21.5,,71.0,,,M,,M,,,101.67,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 03:00,2018,1,1,03:00,-18.6,,-22.0,,75.0,,,M,,M,,,101.63,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 04:00,2018,1,1,04:00,-17.8,,-21.1,,75.0,,,M,,M,,,101.6,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 05:00,2018,1,1,05:00,-17.1,,-20.0,,78.0,,,M,,M,,,101.55,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 06:00,2018,1,1,06:00,-15.7,,-19.3,,74.0,,,M,,M,,,101.5,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 07:00,2018,1,1,07:00,-13.9,,-17.2,,76.0,,,M,,M,,,101.43,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 08:00,2018,1,1,08:00,-13.9,,-17.2,,76.0,,,M,,M,,,101.4,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 09:00,2018,1,1,09:00,-13.7,,-17.5,,73.0,,,M,,M,,,101.35,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 10:00,2018,1,1,10:00,-11.3,,-16.7,,65.0,,,M,,M,,,101.34,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 11:00,2018,1,1,11:00,-9.3,,-16.1,,58.0,,,M,,M,,,101.32,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 12:00,2018,1,1,12:00,-9.5,,-16.3,,57.0,,,M,,M,,,101.23,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 13:00,2018,1,1,13:00,-8.6,,-15.9,,55.0,,,M,,M,,,101.14,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 14:00,2018,1,1,14:00,-8.2,,-15.5,,56.0,,,M,,M,,,101.09,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 15:00,2018,1,1,15:00,-8.9,,-13.6,,69.0,,,M,,M,,,101.14,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 16:00,2018,1,1,16:00,-9.6,,-18.0,,50.0,,,M,,M,,,101.21,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 17:00,2018,1,1,17:00,-10.8,,-17.1,,60.0,,,M,,M,,,101.26,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 18:00,2018,1,1,18:00,-11.4,,-18.0,,58.0,,,M,,M,,,101.35,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 19:00,2018,1,1,19:00,-12.3,,-18.4,,61.0,,,M,,M,,,101.42,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 20:00,2018,1,1,20:00,-12.3,,-19.1,,57.0,,,M,,M,,,101.43,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 21:00,2018,1,1,21:00,-12.5,,-18.3,,62.0,,,M,,M,,,101.47,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 22:00,2018,1,1,22:00,-13.0,,-18.2,,65.0,,,M,,M,,,101.5,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-01 23:00,2018,1,1,23:00,-12.6,,-17.5,,67.0,,,M,,M,,,101.5,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 00:00,2018,1,2,00:00,-13.1,,-17.2,,71.0,,,M,,M,,,101.48,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 01:00,2018,1,2,01:00,-12.5,,-16.5,,72.0,,,M,,M,,,101.42,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 02:00,2018,1,2,02:00,-10.2,,-14.0,,74.0,,,M,,M,,,101.4,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 03:00,2018,1,2,03:00,-10.0,,-12.9,,79.0,,,M,,M,,,101.39,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 04:00,2018,1,2,04:00,-9.9,,-12.6,,80.0,,,M,,M,,,101.35,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 05:00,2018,1,2,05:00,-9.4,,-12.1,,81.0,,,M,,M,,,101.31,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 06:00,2018,1,2,06:00,-8.8,,-12.4,,75.0,,,M,,M,,,101.28,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 07:00,2018,1,2,07:00,-8.8,,-12.5,,75.0,,,M,,M,,,101.25,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 08:00,2018,1,2,08:00,-9.9,,-13.3,,76.0,,,M,,M,,,101.21,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 09:00,2018,1,2,09:00,-10.5,,-14.4,,73.0,,,M,,M,,,101.16,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 10:00,2018,1,2,10:00,-10.9,,-14.8,,73.0,,,M,,M,,,101.11,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 11:00,2018,1,2,11:00,-9.7,,-14.2,,69.0,,,M,,M,,,101.04,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 12:00,2018,1,2,12:00,-8.9,,-13.9,,67.0,,,M,,M,,,100.95,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 13:00,2018,1,2,13:00,-7.7,,-13.4,,64.0,,,M,,M,,,100.83,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 14:00,2018,1,2,14:00,-7.3,,-13.1,,63.0,,,M,,M,,,100.78,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 15:00,2018,1,2,15:00,-7.2,,-12.9,,64.0,,,M,,M,,,100.76,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 16:00,2018,1,2,16:00,-7.2,,-12.8,,65.0,,,M,,M,,,100.79,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 17:00,2018,1,2,17:00,-8.1,,-13.0,,68.0,,,M,,M,,,100.79,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 18:00,2018,1,2,18:00,-9.2,,-13.9,,69.0,,,M,,M,,,100.86,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 19:00,2018,1,2,19:00,-9.3,,-13.6,,70.0,,,M,,M,,,100.83,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 20:00,2018,1,2,20:00,-9.3,,-14.0,,68.0,,,M,,M,,,100.77,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 21:00,2018,1,2,21:00,-9.8,,-14.8,,67.0,,,M,,M,,,100.69,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 22:00,2018,1,2,22:00,-10.0,,-15.3,,65.0,,,M,,M,,,100.65,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-02 23:00,2018,1,2,23:00,-10.4,,-15.9,,64.0,,,M,,M,,,100.66,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 00:00,2018,1,3,00:00,-10.8,,-17.7,,57.0,,,M,,M,,,100.67,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 01:00,2018,1,3,01:00,-10.8,,-18.5,,53.0,,,M,,M,,,100.64,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 02:00,2018,1,3,02:00,-10.9,,-18.5,,53.0,,,M,,M,,,100.6,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 03:00,2018,1,3,03:00,-11.0,,-19.1,,51.0,,,M,,M,,,100.58,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 04:00,2018,1,3,04:00,-10.3,,-16.7,,60.0,,,M,,M,,,100.53,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 05:00,2018,1,3,05:00,-9.8,,-15.9,,61.0,,,M,,M,,,100.5,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 06:00,2018,1,3,06:00,-9.4,,-17.1,,53.0,,,M,,M,,,100.49,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 07:00,2018,1,3,07:00,-8.9,,-19.8,,41.0,,,M,,M,,,100.45,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 08:00,2018,1,3,08:00,-9.5,,-21.3,,38.0,,,M,,M,,,100.48,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 09:00,2018,1,3,09:00,-8.8,,-17.7,,49.0,,,M,,M,,,100.43,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 10:00,2018,1,3,10:00,-7.2,,-11.6,,71.0,,,M,,M,,,100.38,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 11:00,2018,1,3,11:00,-6.8,,-12.1,,66.0,,,M,,M,,,100.34,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 12:00,2018,1,3,12:00,-6.3,,-12.7,,60.0,,,M,,M,,,100.22,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 13:00,2018,1,3,13:00,-5.8,,-12.2,,61.0,,,M,,M,,,100.11,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 14:00,2018,1,3,14:00,-5.6,,-10.9,,66.0,,,M,,M,,,100.02,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 15:00,2018,1,3,15:00,-5.6,,-11.7,,62.0,,,M,,M,,,99.99,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 16:00,2018,1,3,16:00,-5.5,,-10.3,,69.0,,,M,,M,,,99.99,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 17:00,2018,1,3,17:00,-5.6,,-9.6,,74.0,,,M,,M,,,99.99,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 18:00,2018,1,3,18:00,-6.2,,-9.1,,80.0,,,M,,M,,,100.07,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 19:00,2018,1,3,19:00,-6.5,,-10.6,,73.0,,,M,,M,,,100.12,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 20:00,2018,1,3,20:00,-7.0,,-10.8,,74.0,,,M,,M,,,100.1,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 21:00,2018,1,3,21:00,-7.9,,-11.7,,74.0,,,M,,M,,,100.09,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 22:00,2018,1,3,22:00,-8.0,,-12.1,,72.0,,,M,,M,,,100.04,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-03 23:00,2018,1,3,23:00,-8.2,,-12.5,,71.0,,,M,,M,,,99.99,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 00:00,2018,1,4,00:00,-8.0,,-12.6,,70.0,,,M,,M,,,100.06,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 01:00,2018,1,4,01:00,-7.9,,-12.2,,71.0,,,M,,M,,,99.98,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 02:00,2018,1,4,02:00,-8.2,,-12.0,,74.0,,,M,,M,,,100.0,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 03:00,2018,1,4,03:00,-8.4,,-11.4,,79.0,,,M,,M,,,99.96,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 04:00,2018,1,4,04:00,-8.0,,-11.7,,75.0,,,M,,M,,,99.9,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 05:00,2018,1,4,05:00,-8.0,,-11.9,,74.0,,,M,,M,,,99.89,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 06:00,2018,1,4,06:00,-7.8,,-12.1,,71.0,,,M,,M,,,99.95,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 07:00,2018,1,4,07:00,-9.3,,-14.0,,68.0,,,M,,M,,,99.93,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 08:00,2018,1,4,08:00,-10.4,,-14.9,,69.0,,,M,,M,,,99.93,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 09:00,2018,1,4,09:00,-11.3,,-15.9,,68.0,,,M,,M,,,99.88,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 10:00,2018,1,4,10:00,-11.0,,-16.4,,64.0,,,M,,M,,,99.81,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 11:00,2018,1,4,11:00,-10.6,,-16.6,,61.0,,,M,,M,,,99.89,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 12:00,2018,1,4,12:00,-11.2,,-18.0,,57.0,,,M,,M,,,99.88,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 13:00,2018,1,4,13:00,-11.1,,-17.5,,59.0,,,M,,M,,,99.83,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 14:00,2018,1,4,14:00,-11.3,,-17.5,,60.0,,,M,,M,,,99.75,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 15:00,2018,1,4,15:00,-11.6,,-17.4,,62.0,,,M,,M,,,99.74,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 16:00,2018,1,4,16:00,-12.2,,-18.8,,58.0,,,M,,M,,,99.74,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 17:00,2018,1,4,17:00,-13.1,,-19.3,,60.0,,,M,,M,,,99.76,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 18:00,2018,1,4,18:00,-13.8,,-18.8,,66.0,,,M,,M,,,99.8,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 19:00,2018,1,4,19:00,-15.4,,-20.3,,66.0,,,M,,M,,,99.84,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 20:00,2018,1,4,20:00,-16.5,,-21.8,,64.0,,,M,,M,,,99.87,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 21:00,2018,1,4,21:00,-17.2,,-23.0,,61.0,,,M,,M,,,99.9,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 22:00,2018,1,4,22:00,-18.0,,-24.1,,59.0,,,M,,M,,,99.92,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-04 23:00,2018,1,4,23:00,-18.6,,-24.7,,59.0,,,M,,M,,,99.96,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 00:00,2018,1,5,00:00,-19.1,,-25.0,,59.0,,,M,,M,,,99.94,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 01:00,2018,1,5,01:00,-19.7,,-25.5,,60.0,,,M,,M,,,99.96,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 02:00,2018,1,5,02:00,-19.9,,-25.1,,63.0,,,M,,M,,,100.03,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 03:00,2018,1,5,03:00,-20.1,,-26.1,,59.0,,,M,,M,,,100.1,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 04:00,2018,1,5,04:00,-20.2,,-26.0,,60.0,,,M,,M,,,100.11,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 05:00,2018,1,5,05:00,-20.4,,-25.7,,63.0,,,M,,M,,,100.14,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 06:00,2018,1,5,06:00,-20.1,,-25.8,,60.0,,,M,,M,,,100.17,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 07:00,2018,1,5,07:00,-20.3,,-25.6,,62.0,,,M,,M,,,100.25,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 08:00,2018,1,5,08:00,-20.4,,-25.4,,64.0,,,M,,M,,,100.31,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 09:00,2018,1,5,09:00,-19.8,,-25.6,,60.0,,,M,,M,,,100.37,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 10:00,2018,1,5,10:00,-18.9,,-25.8,,55.0,,,M,,M,,,100.42,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 11:00,2018,1,5,11:00,-17.7,,-24.9,,54.0,,,M,,M,,,100.45,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 12:00,2018,1,5,12:00,-17.6,,-24.8,,54.0,,,M,,M,,,100.47,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 13:00,2018,1,5,13:00,-16.6,,-24.1,,52.0,,,M,,M,,,100.43,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 14:00,2018,1,5,14:00,-15.7,,-23.7,,50.0,,,M,,M,,,100.44,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 15:00,2018,1,5,15:00,-15.2,,-22.6,,53.0,,,M,,M,,,100.47,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 16:00,2018,1,5,16:00,-15.4,,-21.0,,62.0,,,M,,M,,,100.54,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 17:00,2018,1,5,17:00,-15.4,,-24.0,,48.0,,,M,,M,,,100.57,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 18:00,2018,1,5,18:00,-16.0,,-23.9,,51.0,,,M,,M,,,100.63,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 19:00,2018,1,5,19:00,-16.7,,-24.2,,52.0,,,M,,M,,,100.66,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 20:00,2018,1,5,20:00,-16.3,,-24.7,,48.0,,,M,,M,,,100.67,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 21:00,2018,1,5,21:00,-16.1,,-24.2,,50.0,,,M,,M,,,100.68,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 22:00,2018,1,5,22:00,-16.9,,-23.6,,56.0,,,M,,M,,,100.7,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-05 23:00,2018,1,5,23:00,-17.3,,-23.4,,59.0,,,M,,M,,,100.78,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 00:00,2018,1,6,00:00,-19.3,,-24.9,,62.0,,,M,,M,,,100.84,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 01:00,2018,1,6,01:00,-19.8,,-24.9,,64.0,,,M,,M,,,100.91,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 02:00,2018,1,6,02:00,-20.3,,-25.4,,64.0,,,M,,M,,,100.99,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 03:00,2018,1,6,03:00,-20.7,,-25.7,,64.0,,,M,,M,,,101.12,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 04:00,2018,1,6,04:00,-21.1,,-26.4,,62.0,,,M,,M,,,101.18,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 05:00,2018,1,6,05:00,-21.4,,-26.8,,61.0,,,M,,M,,,101.23,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 06:00,2018,1,6,06:00,-21.7,,-27.3,,61.0,,,M,,M,,,101.3,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 07:00,2018,1,6,07:00,-22.1,,-28.4,,56.0,,,M,,M,,,101.37,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 08:00,2018,1,6,08:00,-22.2,,-27.9,,59.0,,,M,,M,,,101.45,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 09:00,2018,1,6,09:00,-21.6,,-27.6,,59.0,,,M,,M,,,101.55,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 10:00,2018,1,6,10:00,-20.7,,-27.8,,53.0,,,M,,M,,,101.62,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 11:00,2018,1,6,11:00,-19.2,,-26.1,,54.0,,,M,,M,,,101.69,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 12:00,2018,1,6,12:00,-18.6,,-26.1,,52.0,,,M,,M,,,101.7,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 13:00,2018,1,6,13:00,-17.6,,-25.4,,51.0,,,M,,M,,,101.67,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 14:00,2018,1,6,14:00,-16.6,,-24.4,,51.0,,,M,,M,,,101.68,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 15:00,2018,1,6,15:00,-16.3,,-23.9,,52.0,,,M,,M,,,101.75,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 16:00,2018,1,6,16:00,-15.6,,-23.1,,53.0,,,M,,M,,,101.83,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 17:00,2018,1,6,17:00,-15.7,,-22.6,,55.0,,,M,,M,,,101.88,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 18:00,2018,1,6,18:00,-16.1,,-22.1,,60.0,,,M,,M,,,101.91,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 19:00,2018,1,6,19:00,-16.2,,-22.7,,57.0,,,M,,M,,,101.95,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 20:00,2018,1,6,20:00,-16.5,,-23.6,,54.0,,,M,,M,,,102.0,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 21:00,2018,1,6,21:00,-17.1,,-23.0,,60.0,,,M,,M,,,102.01,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 22:00,2018,1,6,22:00,-17.4,,-22.9,,62.0,,,M,,M,,,102.01,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-06 23:00,2018,1,6,23:00,-17.4,,-22.0,,67.0,,,M,,M,,,102.0,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 00:00,2018,1,7,00:00,-17.4,,-21.8,,68.0,,,M,,M,,,102.0,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 01:00,2018,1,7,01:00,-17.5,,-21.6,,70.0,,,M,,M,,,101.97,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 02:00,2018,1,7,02:00,-16.3,,-20.3,,72.0,,,M,,M,,,101.92,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 03:00,2018,1,7,03:00,-15.8,,-19.8,,71.0,,,M,,M,,,101.87,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 04:00,2018,1,7,04:00,-16.0,,-19.8,,72.0,,,M,,M,,,101.84,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 05:00,2018,1,7,05:00,-15.9,,-19.5,,73.0,,,M,,M,,,101.81,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 06:00,2018,1,7,06:00,-14.5,,-19.7,,64.0,,,M,,M,,,101.81,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 07:00,2018,1,7,07:00,-14.1,,-19.1,,66.0,,,M,,M,,,101.79,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 08:00,2018,1,7,08:00,-13.2,,-19.1,,61.0,,,M,,M,,,101.71,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 09:00,2018,1,7,09:00,-11.6,,-16.2,,69.0,,,M,,M,,,101.61,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 10:00,2018,1,7,10:00,-10.9,,-16.4,,64.0,,,M,,M,,,101.55,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 11:00,2018,1,7,11:00,-10.2,,-16.6,,60.0,,,M,,M,,,101.46,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 12:00,2018,1,7,12:00,-9.4,,-15.6,,61.0,,,M,,M,,,101.28,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 13:00,2018,1,7,13:00,-8.6,,-14.2,,64.0,,,M,,M,,,101.07,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 14:00,2018,1,7,14:00,-8.1,,-13.9,,63.0,,,M,,M,,,100.9,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 15:00,2018,1,7,15:00,-7.7,,-13.3,,64.0,,,M,,M,,,100.75,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 16:00,2018,1,7,16:00,-7.3,,-13.5,,61.0,,,M,,M,,,100.63,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 17:00,2018,1,7,17:00,-6.4,,-13.4,,57.0,,,M,,M,,,100.54,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 18:00,2018,1,7,18:00,-6.4,,-12.5,,62.0,,,M,,M,,,100.5,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 19:00,2018,1,7,19:00,-5.7,,-10.4,,70.0,,,M,,M,,,100.41,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 20:00,2018,1,7,20:00,-4.9,,-10.9,,63.0,,,M,,M,,,100.36,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 21:00,2018,1,7,21:00,-4.0,,-11.1,,57.0,,,M,,M,,,100.27,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 22:00,2018,1,7,22:00,-3.0,,-9.7,,60.0,,,M,,M,,,100.23,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-07 23:00,2018,1,7,23:00,-2.5,,-8.2,,65.0,,,M,,M,,,100.19,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-08 00:00,2018,1,8,00:00,-1.9,,-7.9,,64.0,,,M,,M,,,100.09,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-08 01:00,2018,1,8,01:00,-1.1,,-6.3,,67.0,,,M,,M,,,100.07,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-08 02:00,2018,1,8,02:00,-1.4,,-3.8,,84.0,,,M,,M,,,100.04,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-08 03:00,2018,1,8,03:00,-1.6,,-2.9,,91.0,,,M,,M,,,100.01,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-08 04:00,2018,1,8,04:00,-1.5,,-2.9,,90.0,,,M,,M,,,99.92,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-01-08 05:00,2018,1,8,05:00,-1.3,,-2.8,,90.0,,,M,,M,,,99.84,,,,,,
