Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 07:00,2018,4,22,07:00,7.3,,-4.8,,42.0,,,M,,M,,,101.68,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 08:00,2018,4,22,08:00,9.7,,-6.9,,30.0,,,M,,M,,,101.75,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 09:00,2018,4,22,09:00,12.1,,-7.5,,25.0,,,M,,M,,,101.77,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 10:00,2018,4,22,10:00,11.8,,-9.2,,22.0,,,M,,M,,,101.79,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 11:00,2018,4,22,11:00,13.6,,-8.1,,21.0,,,M,,M,,,101.76,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 12:00,2018,4,22,12:00,13.1,,-8.6,,21.0,,,M,,M,,,101.71,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 13:00,2018,4,22,13:00,14.3,,-7.3,,22.0,,,M,,M,,,101.64,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 14:00,2018,4,22,14:00,13.5,,-10.2,,18.0,,,M,,M,,,101.59,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 15:00,2018,4,22,15:00,15.0,,-9.2,,18.0,,,M,,M,,,101.52,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 16:00,2018,4,22,16:00,13.9,,-11.4,,16.0,,,M,,M,,,101.48,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 17:00,2018,4,22,17:00,13.4,,-11.0,,17.0,,,M,,M,,,101.46,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 18:00,2018,4,22,18:00,13.1,,-12.8,,15.0,,,M,,M,,,101.47,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 19:00,2018,4,22,19:00,12.6,,-12.5,,16.0,,,M,,M,,,101.48,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 20:00,2018,4,22,20:00,11.4,,-11.2,,19.0,,,M,,M,,,101.53,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 21:00,2018,4,22,21:00,11.4,,-10.7,,20.0,,,M,,M,,,101.54,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 22:00,2018,4,22,22:00,11.2,,-8.2,,25.0,,,M,,M,,,101.51,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-22 23:00,2018,4,22,23:00,10.3,,-6.5,,30.0,,,M,,M,,,101.51,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 00:00,2018,4,23,00:00,10.2,,-6.2,,31.0,,,M,,M,,,101.52,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 01:00,2018,4,23,01:00,10.2,,-7.8,,27.0,,,M,,M,,,101.5,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 02:00,2018,4,23,02:00,8.9,,-7.7,,30.0,,,M,,M,,,101.46,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 03:00,2018,4,23,03:00,7.4,,-7.3,,34.0,,,M,,M,,,101.51,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 04:00,2018,4,23,04:00,7.8,,-7.7,,33.0,,,M,,M,,,101.51,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 05:00,2018,4,23,05:00,7.2,,-7.3,,35.0,,,M,,M,,,101.53,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 06:00,2018,4,23,06:00,6.9,,-6.7,,37.0,,,M,,M,,,101.56,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 07:00,2018,4,23,07:00,9.2,,-7.0,,31.0,,,M,,M,,,101.57,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 08:00,2018,4,23,08:00,11.6,,-8.5,,24.0,,,M,,M,,,101.61,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 09:00,2018,4,23,09:00,13.2,,-8.2,,22.0,,,M,,M,,,101.58,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 10:00,2018,4,23,10:00,13.5,,-9.6,,19.0,,,M,,M,,,101.54,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 11:00,2018,4,23,11:00,13.6,,-9.2,,20.0,,,M,,M,,,101.49,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 12:00,2018,4,23,12:00,14.2,,-6.7,,23.0,,,M,,M,,,101.42,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 13:00,2018,4,23,13:00,14.4,,-10.2,,17.0,,,M,,M,,,101.33,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 14:00,2018,4,23,14:00,15.1,,-9.5,,17.0,,,M,,M,,,101.23,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 15:00,2018,4,23,15:00,15.1,,-8.5,,19.0,,,M,,M,,,101.16,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 16:00,2018,4,23,16:00,14.0,,-9.0,,19.0,,,M,,M,,,101.11,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 17:00,2018,4,23,17:00,14.1,,-8.5,,20.0,,,M,,M,,,101.02,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 18:00,2018,4,23,18:00,14.4,,-8.9,,19.0,,,M,,M,,,100.96,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 19:00,2018,4,23,19:00,13.6,,-9.4,,19.0,,,M,,M,,,100.97,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 20:00,2018,4,23,20:00,13.5,,-9.9,,19.0,,,M,,M,,,100.96,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 21:00,2018,4,23,21:00,14.0,,-10.1,,18.0,,,M,,M,,,100.96,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 22:00,2018,4,23,22:00,14.7,,-9.5,,18.0,,,M,,M,,,100.89,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-23 23:00,2018,4,23,23:00,14.2,,-8.7,,20.0,,,M,,M,,,100.87,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 00:00,2018,4,24,00:00,11.8,,-5.9,,28.0,,,M,,M,,,100.87,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 01:00,2018,4,24,01:00,10.3,,-4.4,,35.0,,,M,,M,,,100.84,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 02:00,2018,4,24,02:00,9.8,,-3.1,,40.0,,,M,,M,,,100.83,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 03:00,2018,4,24,03:00,9.5,,-2.5,,43.0,,,M,,M,,,100.82,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 04:00,2018,4,24,04:00,9.2,,-1.0,,49.0,,,M,,M,,,100.8,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 05:00,2018,4,24,05:00,10.3,,0.1,,49.0,,,M,,M,,,100.82,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 06:00,2018,4,24,06:00,10.3,,0.1,,49.0,,,M,,M,,,100.85,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 07:00,2018,4,24,07:00,11.2,,0.5,,48.0,,,M,,M,,,100.89,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 08:00,2018,4,24,08:00,12.2,,1.8,,49.0,,,M,,M,,,100.89,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 09:00,2018,4,24,09:00,12.6,,2.5,,50.0,,,M,,M,,,100.92,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 10:00,2018,4,24,10:00,13.5,,5.2,,57.0,,,M,,M,,,100.88,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 11:00,2018,4,24,11:00,14.5,,5.4,,54.0,,,M,,M,,,100.8,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 12:00,2018,4,24,12:00,14.8,,4.1,,48.0,,,M,,M,,,100.74,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 13:00,2018,4,24,13:00,15.2,,3.7,,46.0,,,M,,M,,,100.72,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 14:00,2018,4,24,14:00,15.6,,3.1,,43.0,,,M,,M,,,100.64,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 15:00,2018,4,24,15:00,16.2,,3.4,,42.0,,,M,,M,,,100.56,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 16:00,2018,4,24,16:00,11.1,,2.6,,56.0,,,M,,M,,,100.57,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 17:00,2018,4,24,17:00,11.1,,3.8,,60.0,,,M,,M,,,100.57,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 18:00,2018,4,24,18:00,10.6,,6.8,,77.0,,,M,,M,,,100.54,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 19:00,2018,4,24,19:00,10.6,,8.1,,85.0,,,M,,M,,,100.49,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 20:00,2018,4,24,20:00,10.7,,8.4,,86.0,,,M,,M,,,100.47,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 21:00,2018,4,24,21:00,11.0,,8.9,,87.0,,,M,,M,,,100.48,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 22:00,2018,4,24,22:00,10.7,,8.8,,88.0,,,M,,M,,,100.43,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-24 23:00,2018,4,24,23:00,9.9,,8.4,,90.0,,,M,,M,,,100.38,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 00:00,2018,4,25,00:00,9.8,,8.4,,91.0,,,M,,M,,,100.3,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 01:00,2018,4,25,01:00,9.1,,7.7,,91.0,,,M,,M,,,100.23,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 02:00,2018,4,25,02:00,9.2,,7.8,,91.0,,,M,,M,,,100.14,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 03:00,2018,4,25,03:00,9.2,,7.8,,91.0,,,M,,M,,,100.06,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 04:00,2018,4,25,04:00,8.9,,7.4,,91.0,,,M,,M,,,100.01,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 05:00,2018,4,25,05:00,8.8,,7.5,,91.0,,,M,,M,,,99.96,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 06:00,2018,4,25,06:00,8.1,,6.8,,92.0,,,M,,M,,,99.94,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 07:00,2018,4,25,07:00,7.9,,6.7,,93.0,,,M,,M,,,99.9,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 08:00,2018,4,25,08:00,7.9,,6.8,,93.0,,,M,,M,,,99.83,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 09:00,2018,4,25,09:00,7.8,,6.7,,92.0,,,M,,M,,,99.77,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 10:00,2018,4,25,10:00,8.1,,6.9,,92.0,,,M,,M,,,99.73,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 11:00,2018,4,25,11:00,8.7,,7.3,,91.0,,,M,,M,,,99.66,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 12:00,2018,4,25,12:00,9.2,,7.5,,89.0,,,M,,M,,,99.6,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 13:00,2018,4,25,13:00,9.9,,7.8,,87.0,,,M,,M,,,99.53,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 14:00,2018,4,25,14:00,10.8,,8.2,,84.0,,,M,,M,,,99.49,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 15:00,2018,4,25,15:00,10.0,,7.9,,87.0,,,M,,M,,,99.45,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 16:00,2018,4,25,16:00,10.4,,8.8,,90.0,,,M,,M,,,99.42,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 17:00,2018,4,25,17:00,10.4,,8.7,,90.0,,,M,,M,,,99.43,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 18:00,2018,4,25,18:00,8.1,,6.1,,87.0,,,M,,M,,,99.47,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 19:00,2018,4,25,19:00,7.2,,5.0,,86.0,,,M,,M,,,99.47,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 20:00,2018,4,25,20:00,6.0,,3.6,,85.0,,,M,,M,,,99.52,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 21:00,2018,4,25,21:00,5.3,,2.8,,84.0,,,M,,M,,,99.51,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 22:00,2018,4,25,22:00,5.1,,2.5,,83.0,,,M,,M,,,99.49,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-25 23:00,2018,4,25,23:00,4.9,,2.3,,83.0,,,M,,M,,,99.48,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 00:00,2018,4,26,00:00,4.8,,2.1,,83.0,,,M,,M,,,99.49,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 01:00,2018,4,26,01:00,4.4,,1.8,,84.0,,,M,,M,,,99.46,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 02:00,2018,4,26,02:00,4.3,,1.8,,84.0,,,M,,M,,,99.44,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 03:00,2018,4,26,03:00,4.3,,2.2,,86.0,,,M,,M,,,99.45,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 04:00,2018,4,26,04:00,4.4,,1.7,,83.0,,,M,,M,,,99.46,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 05:00,2018,4,26,05:00,4.9,,1.2,,77.0,,,M,,M,,,99.47,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 06:00,2018,4,26,06:00,4.8,,0.8,,75.0,,,M,,M,,,99.55,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 07:00,2018,4,26,07:00,5.3,,0.5,,71.0,,,M,,M,,,99.63,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 08:00,2018,4,26,08:00,7.0,,0.3,,62.0,,,M,,M,,,99.67,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 09:00,2018,4,26,09:00,9.3,,1.0,,56.0,,,M,,M,,,99.67,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 10:00,2018,4,26,10:00,10.6,,0.7,,50.0,,,M,,M,,,99.72,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 11:00,2018,4,26,11:00,11.5,,0.5,,47.0,,,M,,M,,,99.73,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 12:00,2018,4,26,12:00,12.9,,2.4,,49.0,,,M,,M,,,99.72,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 13:00,2018,4,26,13:00,14.3,,1.4,,42.0,,,M,,M,,,99.7,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 14:00,2018,4,26,14:00,12.9,,-0.9,,39.0,,,M,,M,,,99.7,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 15:00,2018,4,26,15:00,15.5,,-1.3,,32.0,,,M,,M,,,99.65,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 16:00,2018,4,26,16:00,15.4,,0.2,,36.0,,,M,,M,,,99.63,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 17:00,2018,4,26,17:00,14.9,,-0.1,,36.0,,,M,,M,,,99.64,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 18:00,2018,4,26,18:00,14.3,,0.4,,39.0,,,M,,M,,,99.62,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 19:00,2018,4,26,19:00,14.0,,1.4,,42.0,,,M,,M,,,99.64,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 20:00,2018,4,26,20:00,12.9,,2.1,,48.0,,,M,,M,,,99.69,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 21:00,2018,4,26,21:00,11.4,,2.0,,52.0,,,M,,M,,,99.75,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 22:00,2018,4,26,22:00,10.6,,1.3,,52.0,,,M,,M,,,99.74,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-26 23:00,2018,4,26,23:00,9.1,,1.2,,58.0,,,M,,M,,,99.68,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 00:00,2018,4,27,00:00,8.9,,1.6,,61.0,,,M,,M,,,99.66,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 01:00,2018,4,27,01:00,7.7,,1.2,,64.0,,,M,,M,,,99.64,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 02:00,2018,4,27,02:00,7.7,,1.9,,67.0,,,M,,M,,,99.56,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 03:00,2018,4,27,03:00,8.1,,2.4,,67.0,,,M,,M,,,99.52,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 04:00,2018,4,27,04:00,7.3,,1.7,,67.0,,,M,,M,,,99.49,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 05:00,2018,4,27,05:00,7.5,,-0.2,,58.0,,,M,,M,,,99.5,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 06:00,2018,4,27,06:00,6.5,,0.2,,64.0,,,M,,M,,,99.56,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 07:00,2018,4,27,07:00,8.7,,1.7,,61.0,,,M,,M,,,99.54,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 08:00,2018,4,27,08:00,10.0,,2.4,,59.0,,,M,,M,,,99.5,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 09:00,2018,4,27,09:00,10.6,,1.4,,53.0,,,M,,M,,,99.48,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 10:00,2018,4,27,10:00,11.6,,1.7,,51.0,,,M,,M,,,99.43,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 11:00,2018,4,27,11:00,11.7,,2.8,,55.0,,,M,,M,,,99.39,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 12:00,2018,4,27,12:00,11.7,,1.8,,51.0,,,M,,M,,,99.34,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 13:00,2018,4,27,13:00,12.9,,1.4,,46.0,,,M,,M,,,99.29,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 14:00,2018,4,27,14:00,13.9,,-2.6,,32.0,,,M,,M,,,99.23,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 15:00,2018,4,27,15:00,11.7,,0.3,,45.0,,,M,,M,,,99.18,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 16:00,2018,4,27,16:00,11.8,,1.5,,49.0,,,M,,M,,,99.15,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 17:00,2018,4,27,17:00,10.1,,-0.3,,49.0,,,M,,M,,,99.14,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 18:00,2018,4,27,18:00,11.0,,0.1,,47.0,,,M,,M,,,99.08,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 19:00,2018,4,27,19:00,11.1,,0.2,,47.0,,,M,,M,,,99.15,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 20:00,2018,4,27,20:00,12.2,,0.4,,44.0,,,M,,M,,,99.16,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 21:00,2018,4,27,21:00,11.3,,2.5,,55.0,,,M,,M,,,99.23,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 22:00,2018,4,27,22:00,11.1,,3.3,,59.0,,,M,,M,,,99.23,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-27 23:00,2018,4,27,23:00,9.7,,5.2,,73.0,,,M,,M,,,99.22,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 00:00,2018,4,28,00:00,8.9,,6.6,,85.0,,,M,,M,,,99.22,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 01:00,2018,4,28,01:00,8.8,,6.5,,86.0,,,M,,M,,,99.16,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 02:00,2018,4,28,02:00,8.8,,6.7,,87.0,,,M,,M,,,99.18,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 03:00,2018,4,28,03:00,7.9,,5.4,,84.0,,,M,,M,,,99.18,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 04:00,2018,4,28,04:00,7.7,,5.5,,86.0,,,M,,M,,,99.2,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 05:00,2018,4,28,05:00,7.1,,4.5,,84.0,,,M,,M,,,99.21,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 06:00,2018,4,28,06:00,7.3,,4.9,,85.0,,,M,,M,,,99.31,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 07:00,2018,4,28,07:00,7.7,,4.7,,81.0,,,M,,M,,,99.34,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 08:00,2018,4,28,08:00,7.3,,4.4,,82.0,,,M,,M,,,99.42,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 09:00,2018,4,28,09:00,6.6,,3.7,,82.0,,,M,,M,,,99.46,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 10:00,2018,4,28,10:00,6.4,,3.5,,82.0,,,M,,M,,,99.52,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 11:00,2018,4,28,11:00,5.6,,2.8,,82.0,,,M,,M,,,99.59,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 12:00,2018,4,28,12:00,5.6,,2.6,,81.0,,,M,,M,,,99.64,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 13:00,2018,4,28,13:00,5.9,,2.1,,76.0,,,M,,M,,,99.69,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 14:00,2018,4,28,14:00,6.1,,1.1,,70.0,,,M,,M,,,99.79,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 15:00,2018,4,28,15:00,6.2,,0.3,,66.0,,,M,,M,,,99.85,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 16:00,2018,4,28,16:00,6.0,,-0.6,,63.0,,,M,,M,,,99.95,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 17:00,2018,4,28,17:00,4.6,,-1.5,,65.0,,,M,,M,,,100.05,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 18:00,2018,4,28,18:00,3.0,,-2.3,,68.0,,,M,,M,,,100.13,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 19:00,2018,4,28,19:00,2.3,,-2.7,,69.0,,,M,,M,,,100.19,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 20:00,2018,4,28,20:00,2.0,,-2.9,,70.0,,,M,,M,,,100.28,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 21:00,2018,4,28,21:00,2.1,,-3.1,,69.0,,,M,,M,,,100.33,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 22:00,2018,4,28,22:00,2.0,,-3.3,,68.0,,,M,,M,,,100.37,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-28 23:00,2018,4,28,23:00,1.9,,-3.3,,69.0,,,M,,M,,,100.39,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 00:00,2018,4,29,00:00,1.9,,-3.1,,69.0,,,M,,M,,,100.41,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 01:00,2018,4,29,01:00,1.9,,-2.8,,71.0,,,M,,M,,,100.42,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 02:00,2018,4,29,02:00,1.7,,-2.5,,74.0,,,M,,M,,,100.43,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 03:00,2018,4,29,03:00,1.8,,-2.1,,75.0,,,M,,M,,,100.47,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 04:00,2018,4,29,04:00,1.8,,-2.3,,75.0,,,M,,M,,,100.48,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 05:00,2018,4,29,05:00,0.9,,-1.5,,84.0,,,M,,M,,,100.54,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 06:00,2018,4,29,06:00,1.4,,-2.3,,76.0,,,M,,M,,,100.6,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 07:00,2018,4,29,07:00,2.4,,-2.6,,70.0,,,M,,M,,,100.64,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 08:00,2018,4,29,08:00,3.3,,-3.7,,60.0,,,M,,M,,,100.69,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 09:00,2018,4,29,09:00,5.6,,-3.3,,53.0,,,M,,M,,,100.71,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 10:00,2018,4,29,10:00,6.4,,-5.9,,41.0,,,M,,M,,,100.74,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 11:00,2018,4,29,11:00,7.3,,-7.2,,35.0,,,M,,M,,,100.74,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 12:00,2018,4,29,12:00,8.8,,-7.1,,32.0,,,M,,M,,,100.68,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 13:00,2018,4,29,13:00,9.5,,-8.7,,27.0,,,M,,M,,,100.64,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 14:00,2018,4,29,14:00,10.2,,-9.7,,24.0,,,M,,M,,,100.61,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 15:00,2018,4,29,15:00,10.2,,-14.6,,16.0,,,M,,M,,,100.58,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2018-04-29 16:00,2018,4,29,16:00,10.1,,-17.1,,13.0,,,M,,M,,,100.58,,,,,,
