date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2019-05-20,18.3,13.43,11.9,5.5,,,94,74.6,76.5,59,14.3,8.9,8.8,3.4,41,25.83,26.5,12,59,28,101.7,100.96,101.1,100.5,99.62,98.88,99.02,98.41,24100,24100,24100,24100,3.1,2.1,2.2,1.4,6.1,0,6.9,4.9,1.9,0,0,0,,05:48:00,20:40:00,14.87,5.8,20.67,6,7,15,15,5,12,,,,,,8,5.9,4,0,,,,
2019-05-19,21.6,15.27,15.35,9.1,25,,92,66.8,62.5,33,15.1,8.9,5.5,-4.2,29,17,17,5,50,28,101.3,100.9,100.9,100.5,99.16,98.83,98.81,98.45,24100,23700,21700,19300,3.6,2.6,2.8,1.9,2.6,0,10.3,8.3,5.3,2,2,0,,05:49:00,20:39:00,14.83,5.82,20.65,7,8,26,26,12,14,,,,,,8,5.2,4.5,1,,,,
2019-05-18,15.7,11.13,10.85,6,,,84,57.7,60.5,37,5,2.7,1.1,-2.9,24,14.71,16,8,37,8,101.9,101.62,101.6,101.3,99.75,99.52,99.49,99.23,24100,24100,24100,24100,2.1,1.7,1.8,1.5,7.2,0,5.8,3.8,0.8,0,0,0,,05:50:00,20:38:00,14.8,5.83,20.63,6,8,15,15,11,11,,,,,,8,5.8,4,0,,,,
2019-05-17,18.6,13.75,13.6,8.6,,,90,67.1,67,44,10,7.5,6.3,2.7,30,14.62,15,0,39,5,101.5,100.88,100.95,100.4,99.38,98.8,98.87,98.36,24100,23900,21700,19300,3.1,2.5,2.5,1.9,4.4,0,8.6,6.6,3.6,0,0,0,,05:51:00,20:37:00,14.77,5.85,20.62,7,7,18,18,4,4,,,,,,8,4.8,4.5,1,,,,
2019-05-16,14.6,11.47,11,7.4,,,88,75.2,75.5,63,8.7,7.2,7.2,5.8,29,16,18.5,8,39,15,101.4,101.1,100.95,100.5,99.32,99.01,98.88,98.45,24100,24100,24100,24100,3.6,2.7,2.8,2.1,7,0,6,4,1,0,0,0,,05:52:00,20:36:00,14.73,5.87,20.6,7,7,16,16,12,12,,,,,,8,5.6,4,0,,,,
2019-05-15,20.1,13.53,12.6,5.1,,,83,61.8,60.5,38,9.9,6,5.9,1.9,32,13.79,17.5,3,41,3,101.3,101.09,101.15,101,99.18,99,99.03,98.88,24100,24100,24100,24100,3.8,3.3,3.3,2.8,5.4,0,7.6,5.6,2.6,0.8,0.8,0,,05:53:00,20:35:00,14.7,5.88,20.58,5,6,20,20,4,5,,,,,,8,5.2,4,0,,,,
2019-05-14,15.6,10,10.95,6.3,,,97,73.3,68,39,6.7,4.9,3.6,0.5,25,14.42,15,5,35,33,101.4,101.26,101.2,101,99.29,99.15,99.09,98.89,24100,21558.3,14450,4800,2.7,2.3,2.4,2,7,0,6,4,0.9,0.4,0.4,0,,05:54:00,20:34:00,14.67,5.9,20.57,5,6,13,14,3,4,,,,,,8,6.2,4,0,,,,
2019-05-13,7.5,5.98,6.05,4.6,,,97,95.3,95,93,6.7,5.3,5.2,3.8,38,27.43,25.5,13,52,8,101.1,100.88,100.95,100.8,98.97,98.77,98.82,98.66,14500,6891.3,8450,2400,2.4,2.2,2.2,2.1,11.9,0,1.1,0,0,7.6,7.6,0,,05:55:00,20:33:00,14.63,5.92,20.55,2,2,6,7,6,6,,,,,,8,8,8,8,,,,
2019-05-12,9.6,7.51,7.1,4.6,,,93,76.2,72.5,52,5.3,3.3,2.8,0.2,44,34.17,32.5,21,65,7,101.7,101.39,101.45,101.2,99.59,99.29,99.32,99.06,24100,17920.8,14050,4000,2.4,2.2,2.2,2.1,10.9,0,2.1,0.1,0,5.4,5.4,0,,05:56:00,20:32:00,14.6,5.93,20.53,4,6,10,10,7,7,,,,,,8,8,8,8,,,,
2019-05-11,12.7,7.86,6.9,1.1,,,85,62.7,65.5,46,3.1,0.8,1.2,-0.7,26,14.21,15,4,41,15,102.3,102.03,102,101.7,100.14,99.9,99.86,99.59,24100,24100,24100,24100,2.5,2.2,2.2,1.9,11.1,0,1.9,0,0,0,0,0,,05:57:00,20:31:00,14.57,5.95,20.52,7,7,13,13,7,7,,,,,,8,5.2,4,0,,,,
2019-05-10,16.8,11.91,9.85,2.9,,,99,78.3,80,61,16.2,8.1,8.4,0.7,36,22.58,21,6,50,26,102,101.32,101.4,100.8,99.87,99.22,99.28,98.68,24100,18820.8,13650,3200,2.6,2.3,2.2,1.9,8.2,0,4.8,2.8,0,7.4,7.4,0,,05:58:00,20:29:00,14.52,5.97,20.48,6,6,13,14,2,2,,,,,,8,6.9,4,0,,,,
2019-05-09,16,11.55,12,8,,,96,64,66,36,15.4,4.3,5.2,-4.9,39,26.21,23,7,67,11,102.5,101.48,101.7,100.9,100.33,99.38,99.58,98.83,24100,21166.7,17700,11300,2.9,2.6,2.6,2.4,6,0,7,5,2,6.2,6.2,0,,06:00:00,20:28:00,14.47,6,20.47,5,5,12,12,13,13,,,,,,8,7.5,6.5,5,,,,
2019-05-08,11.6,8.08,7.19,2.8,,,76,49.4,54.5,33,0.4,-2.4,-2.5,-5.3,37,23.08,20.5,4,54,13,103,102.74,102.75,102.5,100.87,100.6,100.61,100.34,24100,24100,24100,24100,2.7,2.3,2.2,1.8,10.8,0,2.2,0.2,0,0,0,0,,06:01:00,20:27:00,14.43,6.02,20.45,7,7,12,12,7,7,,,,,,8,3.9,4,0,,,,
2019-05-07,14.7,10.05,9.69,4.7,,,87,60.2,63.5,40,7.1,2.3,2.2,-2.6,28,16.08,17,6,59,25,102.6,102.23,102.2,101.8,100.47,100.12,100.1,99.73,24100,23233.3,20100,16100,2.5,2.2,2.1,1.8,8.3,0,4.7,2.7,0,2.6,2.6,0,,06:02:00,20:26:00,14.4,6.03,20.43,6,7,14,14,4,4,,,,,,8,6.3,4,0,,,,
2019-05-06,23.4,15.49,15.14,6.9,,,83,59.8,60,37,11.5,7.3,6.9,2.3,44,18.17,22.5,1,52,21,101.8,101.45,101.5,101.2,99.71,99.36,99.42,99.12,24100,23900,21700,19300,3.9,3.4,3.4,2.8,2.9,0,10.1,8.1,5.1,0,0,0,,06:03:00,20:25:00,14.37,6.05,20.42,7,7,19,21,7,8,,,,,,8,4,4,0,,,,
2019-05-05,16.7,11.55,10.8,4.9,,,93,68.4,69.5,46,10.2,5.4,6.1,2,17,9.46,10,3,,,101.4,101.23,101.25,101.1,99.27,99.12,99.11,98.96,24100,20670.8,12450,800,2.8,2.3,2.3,1.8,7.2,0,5.8,3.8,0.8,0,0,0,,06:05:00,20:24:00,14.32,6.08,20.4,7,7,19,19,7,7,,,,,,4,1.9,2,0,,,,
2019-05-04,12.7,8.77,9.6,6.5,,,95,88.4,85,75,9.8,6.9,7.7,5.6,16,7.92,8.5,1,,,101.7,101.5,101.55,101.4,99.54,99.39,99.4,99.26,24100,15154.2,13050,2000,2.5,2,2,1.6,8.4,0,4.6,2.6,0,0.2,0.2,0,,06:06:00,20:22:00,14.27,6.1,20.37,6,6,14,14,6,6,,,,,,8,7.5,6,4,,,,
2019-05-03,11.9,8.26,8.8,5.7,,,93,87.2,85.5,78,8.5,6.3,6.2,4,22,12.33,12,2,,,101.9,101.7,101.75,101.6,99.77,99.58,99.62,99.48,24100,16266.7,15250,6400,2.7,2.3,2.2,1.7,9.2,0,3.8,1.8,0,13.4,13.4,0,,06:07:00,20:21:00,14.23,6.12,20.35,5,6,12,12,6,6,,,,,,8,8,7.5,7,,,,
2019-05-02,10.3,6.7,7.5,4.7,,,95,90.3,87.5,80,7.1,5.2,5.3,3.6,17,10.08,10,3,,,102.3,102.08,102.05,101.8,100.13,99.95,99.89,99.66,24100,9908.3,12350,600,2.7,2.5,2.5,2.2,10.5,0,2.5,0.5,0,1.8,1.8,0,,06:09:00,20:20:00,14.18,6.15,20.33,6,6,13,14,6,8,,,,,,8,5.9,5,2,,,,
2019-05-01,8.4,6.56,6.65,4.9,,,93,84.6,80.5,68,6.8,4.1,4,1.1,32,17.12,17.5,3,54,9,102.9,102.13,102.25,101.6,100.71,99.99,100.08,99.45,24100,14891.7,14450,4800,2.7,2.6,2.5,2.3,11.3,0,1.6,0,0,14.6,14.6,0,,06:10:00,20:19:00,14.15,6.17,20.32,2,4,9,9,6,6,,,,,,8,8,8,8,,,,
2019-04-30,9.7,6.17,6.35,3,,,88,73.4,72.5,57,3.2,1.6,1.8,0.4,25,11.42,14.5,4,33,1,103,102.68,102.55,102.1,100.81,100.52,100.38,99.94,24100,23700,21700,19300,3,2.7,2.6,2.3,11.7,0,1.4,0,0,1.2,1.2,0,,06:12:00,20:18:00,14.1,6.2,20.3,6,7,11,11,5,5,,,,,,8,8,7.5,7,,,,
2019-04-29,7,3.6,3.2,-0.6,,-3,82,55.8,58,34,0.6,-4.8,-4.2,-8.9,32,17.25,17.5,3,48,11,103,102.66,102.6,102.2,100.89,100.51,100.47,100.04,24100,22100,18500,12900,3,2.5,2.5,2.1,14.8,0,0,0,0,0.8,0.6,0.2,,06:13:00,20:16:00,14.05,6.22,20.27,4,4,7,7,3,3,,,,,,8,6.2,4,0,,,,
2019-04-28,10.5,5.57,6.1,1.7,,,66,45.8,47,28,-3.1,-5.7,-6.3,-9.5,40,20.96,24.5,9,54,32,102.8,102,102.05,101.3,100.6,99.85,99.87,99.14,24100,24100,24100,24100,2.7,2.5,2.5,2.3,11.9,0,1.1,0,0,0,0,0,,06:15:00,20:15:00,14,6.25,20.25,6,6,11,11,-1,0,,,,,,8,3.3,4,0,,,,
2019-04-27,8,3.95,4.5,1,,,69,64,64,59,0.2,-2.3,-2.2,-4.7,49,34.62,30.5,12,72,30,101.2,100.6,100.6,100,99.12,98.5,98.51,97.9,24100,24100,24100,24100,2.5,1.9,2,1.5,13.5,0,0,0,0,0,0,0,,06:16:00,20:14:00,13.97,6.27,20.23,5,6,9,9,2,2,,,,,,8,6.3,4.5,1,,,,
2019-04-26,13,8.98,8.05,3.1,,,94,81.2,79,64,11.5,5.9,5.3,-0.8,54,28.08,31.5,9,74,30,100.6,99.61,99.75,98.9,98.49,97.53,97.66,96.83,24100,16279.2,13650,3200,2.9,2.5,2.5,2.1,9.9,0,3,1.1,0,18,18,0,,06:18:00,20:13:00,13.92,6.3,20.22,3,3,12,12,0,1,,,,,,8,7.5,5.5,3,,,,
2019-04-25,12.9,8.21,7.55,2.2,,,80,66.1,65.5,51,4.3,2.1,1.6,-1,16,8.88,10,4,,,101.4,101.19,101.05,100.7,99.29,99.09,98.95,98.61,24100,24100,24100,24100,3.3,3,3,2.7,10.4,0,2.5,0.6,0,0.8,0.8,0,,06:19:00,20:12:00,13.88,6.32,20.2,7,7,16,16,6,6,,,,,,8,5,4,0,,,,
2019-04-24,13.5,7.74,8.69,3.9,,,71,63.9,60.5,50,3.5,1.2,1.2,-1,36,20.08,19.5,3,54,30,101.5,101.32,101.3,101.1,99.35,99.2,99.15,98.96,24100,24100,24100,24100,2.6,2.1,2.2,1.8,9.3,0,3.7,1.7,0,0,0,0,,06:21:00,20:10:00,13.82,6.35,20.17,6,7,15,15,0,0,,,,,,8,6,4.5,1,,,,
2019-04-23,14.8,9.65,10.4,6,,,85,78.1,78.5,72,11.8,6,6.7,1.6,46,18.12,24,2,63,28,101.9,101.09,101.2,100.5,99.8,99,99.09,98.38,24100,23233.3,16900,9700,3,2.4,2.4,1.7,7.6,0,5.4,3.4,0.4,2.2,2.2,0,,06:22:00,20:09:00,13.78,6.37,20.15,3,4,15,15,3,3,,,,,,8,6.7,5,2,,,,
2019-04-22,16,10.75,10.7,5.4,,,92,75.9,68.5,45,10.5,6.4,7,3.4,16,7.33,8.5,1,,,102.5,102.26,102.2,101.9,100.39,100.13,100.1,99.81,24100,22100,16900,9700,3.3,2.6,2.8,2.2,7.3,0,5.7,3.7,0.7,0,0,0,,06:24:00,20:08:00,13.73,6.4,20.13,6,7,17,17,4,4,,,,,,8,3.8,4.5,1,,,,
2019-04-21,12.8,8.97,9.4,6,,,93,84.1,81,69,7.6,6.4,6.3,5,16,6.96,8.5,1,,,102.3,101.64,101.6,100.9,100.17,99.52,99.47,98.78,24100,22833.3,20100,16100,2.8,2.3,2.4,2,8.6,0,4.4,2.4,0,0,0,0,,06:25:00,20:07:00,13.7,6.42,20.12,5,5,15,15,5,5,,,,,,8,7.3,6.5,5,,,,
2019-04-20,8.6,6.3,6.65,4.7,,,93,91.1,91.5,90,7.2,4.9,5.2,3.3,25,15.38,15,5,37,1,100.8,100.65,100.65,100.5,98.74,98.55,98.54,98.35,24100,15091.7,14450,4800,2.4,2.2,2.2,2.1,11.3,0,1.6,0,0,13,13,0,,06:27:00,20:06:00,13.65,6.45,20.1,2,2,12,12,6,6,,,,,,8,7.8,7.5,7,,,,
2019-04-19,13.1,7.99,8.9,4.7,,,92,90.2,89,86,12.2,6.5,7.7,3.2,35,23,20,5,48,1,100.7,100.35,100.4,100.1,98.59,98.28,98.32,98.05,24100,18712.5,13850,3600,2.7,2.1,2.1,1.6,9.1,0,3.9,1.9,0,18.6,18.6,0,,06:29:00,20:04:00,13.58,6.48,20.07,1,1,9,10,4,4,,,,,,8,8,8,8,,,,
2019-04-18,21.8,14.11,13.9,6,,,85,66.5,68.5,52,13.9,7.8,7,0.1,34,18.21,19.5,5,58,22,101.2,100.44,100.6,100,99.05,98.36,98.51,97.97,24100,23500,21700,19300,3.7,3,3,2.3,4.1,0,8.9,6.9,3.9,1.8,1.8,0,,06:30:00,20:03:00,13.55,6.5,20.05,5,6,19,19,10,10,,,,,,8,7.7,6.5,5,,,,
2019-04-17,14.3,7.72,7.4,0.5,,,87,51.8,56.5,26,1.3,-2.7,-3,-7.4,25,15.29,15,5,52,11,102.2,101.85,101.7,101.2,100.05,99.73,99.6,99.14,24100,24100,24100,24100,4.1,3.1,3.3,2.5,10.6,0,2.4,0.4,0,0.6,0.6,0,,06:32:00,20:02:00,13.5,6.53,20.03,6,6,11,11,6,6,,,,,,8,4.3,4,0,,,,
2019-04-16,8.6,4.11,3.4,-1.8,,-5,87,64,63.5,40,3.5,-2.4,-2.4,-8.3,26,9.96,13.5,1,35,23,102,101.86,101.8,101.6,99.86,99.71,99.65,99.45,24100,21900,18500,12900,4.2,3.4,3.5,2.8,14.6,0,0,0,0,0.4,0.4,0,,06:34:00,20:01:00,13.45,6.57,20.02,3,3,10,10,1,1,,,,,,8,5.8,4.5,1,,,,
2019-04-15,8.8,3.72,4.9,1,,,91,69.1,61.5,32,1.8,-2.3,-3.5,-8.7,47,29.92,26,5,67,30,101.6,100.41,100.45,99.3,99.43,98.29,98.34,97.25,24100,19087.5,15250,6400,2.8,2.4,2.4,1.9,13.1,0,0,0,0,1.2,1.2,0,,06:35:00,20:00:00,13.42,6.58,20,4,4,8,8,-1,3,,,,,,8,5.1,4,0,,,,
2019-04-14,4,2.87,2.8,1.6,,,91,73.6,74,57,2.2,-1.6,-1.3,-4.8,30,17.38,19,8,46,9,101.8,100.91,100.55,99.3,99.7,98.79,98.45,97.2,24100,18425,13650,3200,2.4,2.2,2.2,2.1,15.2,0,0,0,0,27.8,27.8,0,,06:37:00,19:58:00,13.35,6.62,19.97,2,2,4,5,3,3,,,,,,8,7.8,7.5,7,,,,
2019-04-13,16.4,9.88,9.69,3,,,70,49,49.5,29,3.4,-0.9,-0.3,-4,44,21.62,24,4,67,26,101.8,101.57,101.5,101.2,99.68,99.46,99.4,99.12,24100,24100,24100,24100,3.3,2.8,2.9,2.5,8.3,0,4.7,2.7,0,0,0,0,,06:39:00,19:57:00,13.3,6.65,19.95,6,6,14,15,1,1,,,,,,8,3.5,4,0,,,,
2019-04-12,13.9,9.33,9,4.1,,,85,67.7,70.5,56,10.7,3.6,3.3,-4.1,28,18.17,19,10,46,9,101.7,101.14,101.3,100.9,99.54,99.03,99.16,98.78,24100,24100,24100,24100,3.1,2.6,2.7,2.3,9,0,4,2,0,1.8,1.8,0,,06:41:00,19:56:00,13.25,6.68,19.93,4,5,16,16,4,4,,,,,,8,7.5,6,4,,,,
2019-04-11,4.1,0.81,1.6,-0.9,,-5,73,61.2,62,51,-3.4,-5.9,-6.1,-8.8,26,19.12,18,10,45,10,102.6,102.29,102.2,101.8,100.39,100.13,100.02,99.65,24100,22295.8,14450,4800,2.5,2.3,2.4,2.2,16.4,0,0,0,0,0.8,0,0,0,06:42:00,19:55:00,13.22,6.7,19.92,4,4,3,3,1,2,,,,,,8,7.3,5,2,,,,
2019-04-10,8.2,2.92,4.09,0,,,77,59.2,56.5,36,-0.1,-4.7,-4.7,-9.3,31,20.58,19.5,8,41,33,102.2,101.63,101.6,101,100,99.5,99.44,98.88,24100,24100,24100,24100,2.3,2,2,1.6,13.9,0,0,0,0,0,0,0,,06:44:00,19:54:00,13.17,6.73,19.9,4,5,8,8,-1,-1,,,,,,8,6.8,6.5,5,,,,
2019-04-09,9.9,6.93,6.35,2.8,,,86,73.2,73,60,6.1,2.4,3,0,51,24.17,26,1,74,29,100.9,100.49,100.45,100,98.83,98.41,98.39,97.96,24100,24100,24100,24100,2.7,2.1,2.1,1.6,11.7,0,1.4,0,0,0,0,0,,06:46:00,19:52:00,13.1,6.77,19.87,4,4,12,12,0,1,,,,,,8,7.2,4.5,1,,,,
2019-04-08,14.8,9.63,10.05,5.3,,,94,80.2,81,68,11.5,6.3,7.3,3.2,42,19,23.5,5,61,29,101,100.76,100.75,100.5,98.87,98.66,98.64,98.4,24100,18866.7,12450,800,3.5,2.6,2.8,2.2,8,0,5,3,0.1,0,0,0,,06:47:00,19:51:00,13.07,6.78,19.85,5,5,17,17,5,6,,,,,,8,6.4,4,0,,,,
2019-04-07,12.8,9.43,9.44,6.1,,,73,64.1,64,55,4,2.9,2.8,1.7,26,13.42,14,2,45,11,102.4,101.92,101.75,101.1,100.27,99.8,99.62,98.97,24100,23700,21700,19300,3.2,2.9,2.8,2.5,8.6,0,4.4,2.4,0,4,4,0,,06:49:00,19:50:00,13.02,6.82,19.83,4,6,14,16,9,9,,,,,,8,7.6,5,2,,,,
2019-04-06,14,8.28,8.8,3.6,,,88,72.7,73,58,5.7,3.5,3.8,1.9,17,9.83,10,3,28,17,102.4,102.27,102.25,102.1,100.29,100.13,100.1,99.91,24100,17900,16900,9700,4.1,3.5,3.5,2.9,9.2,0,3.8,1.8,0,0,0,0,,06:51:00,19:49:00,12.97,6.85,19.82,5,5,13,13,4,4,,,,,,8,7,6,4,,,,
2019-04-05,4,1.78,1.95,-0.1,,-4,90,64.3,65,40,1.5,-4.6,-5.2,-11.9,23,12.12,12,1,37,11,103.1,102.41,102.55,102,100.97,100.26,100.4,99.83,24100,17958.3,14450,4800,3.9,2.6,3.1,2.4,16.1,0,0,0,0,0,0,0,,06:53:00,19:48:00,12.92,6.88,19.8,1,3,6,6,3,3,,,,,,8,7.5,6.5,5,,,,
2019-04-04,5.6,1.46,1.79,-2,,-7,54,43.1,42.5,31,-7,-10.1,-9.9,-12.8,23,12.67,14,5,32,34,103.5,103.17,103.1,102.7,101.27,101.01,100.88,100.5,24100,24100,24100,24100,3,2.7,2.7,2.4,16.2,0,0,0,0,0,0,0,,06:55:00,19:46:00,12.85,6.92,19.77,5,5,6,6,-1,-1,,,,,,8,5.4,4.5,1,,,,
2019-04-03,6.7,4.29,3.45,0.2,,,69,48.9,49.5,30,0,-6,-5.2,-10.5,55,31.38,32.5,10,80,29,102.6,101.78,101.9,101.2,100.44,99.65,99.74,99.04,24100,24100,24100,24100,3.5,2.9,3,2.6,14.6,0,0,0,0,0.4,0.2,0.2,,06:56:00,19:45:00,12.82,6.93,19.75,4,4,5,7,-2,-2,,,,,,8,4.1,4,0,,,,
2019-04-02,9.4,4.4,4.7,0,,,66,50.3,49.5,33,-3.9,-5.4,-5.8,-7.8,24,14.62,16,8,42,16,102.5,101.95,102,101.5,100.31,99.8,99.82,99.34,24100,24100,24100,24100,3.1,2.9,2.8,2.6,13.3,0,0,0,0,0,0,0,0,06:58:00,19:44:00,12.77,6.97,19.73,5,5,7,8,2,3,,,,,,8,7.8,7.5,7,,,,
2019-04-01,3.3,-0.98,-1.1,-5.5,,-11,69,57.8,56.5,44,-6.7,-8.5,-8.4,-10.2,27,18.92,19.5,12,41,29,102.7,102.52,102.45,102.2,100.56,100.35,100.28,100.01,24100,24100,24100,24100,3.2,2.8,2.8,2.4,19.1,0,0,0,0,0,0,0,0,07:00:00,19:43:00,12.72,7,19.72,5,5,4,4,-2,-2,,,,,,7,2.9,3.5,0,,,,
2019-03-31,2.1,-0.49,-0.89,-3.9,,-11,92,78.4,77.5,63,-0.8,-3.9,-5,-9.1,38,29.42,29,20,59,29,102.1,101.31,101.3,100.5,99.95,99.18,99.18,98.41,24100,15841.7,12850,1600,2.4,2.3,2.3,2.2,18.9,0,0,0,0,1,0,1.2,3,07:02:00,19:42:00,12.67,7.03,19.7,3,3,2,2,-7,-6,,,,,,8,7,6,4,,,,
2019-03-30,4.4,2.64,2.3,0.2,,,92,81.8,71.5,51,3,-0.4,-1.2,-5.5,29,16.08,18,7,41,36,101.8,100.89,101.1,100.4,99.67,98.78,98.98,98.29,24100,12404.2,12850,1600,2.6,2.5,2.5,2.3,15.7,0,0,0,0,33.4,30.2,2,2,07:03:00,19:40:00,12.62,7.05,19.67,1,2,5,5,-1,0,,,,,,8,7.6,6,4,,,,
2019-03-29,12,6.79,7.5,3,,,69,48.5,49.5,30,-1.4,-3.9,-4.2,-7,26,15.38,16,6,35,30,102,101.86,101.85,101.7,99.86,99.74,99.72,99.58,24100,24100,24100,24100,3.1,2.6,2.7,2.3,10.5,0,2.5,0.5,0,0,0,0,,07:05:00,19:39:00,12.57,7.08,19.65,5,5,9,10,1,1,,,,,,8,5.1,4.5,1,,,,
2019-03-28,12.5,6.19,5.25,-2,,-2,65,58.4,57,49,4.8,-1.4,-1.9,-8.7,32,16.75,17.5,3,48,21,102.2,101.78,101.85,101.5,100.04,99.64,99.72,99.4,24100,24100,24100,24100,4.4,3.8,3.8,3.3,12.8,0,0.2,0,0,0.4,0.4,0,,07:07:00,19:38:00,12.52,7.12,19.63,2,3,8,9,1,1,,,,,,8,6.5,4,0,,,,
2019-03-27,7.9,1.94,1.9,-4.1,,-5,62,42.5,43.5,25,-5.5,-10,-10.1,-14.7,21,10.38,11,1,32,34,103.2,102.87,102.7,102.2,101.06,100.7,100.58,100.1,24100,24100,24100,24100,3.9,3.4,3.5,3,16.1,0,0,0,0,0,0,0,,07:09:00,19:37:00,12.47,7.15,19.62,5,5,8,8,0,0,,,,,,8,3.8,4,0,,,,
2019-03-26,4.6,-0.43,0.19,-4.2,,-10,60,37.9,39.5,19,-10.6,-14.1,-14.8,-19.1,19,11.54,10,1,35,33,103.2,102.97,102.9,102.6,101.02,100.8,100.73,100.44,24100,24100,24100,24100,3.2,2.8,2.8,2.5,17.8,0,0,0,0,0,0,0,,07:11:00,19:36:00,12.42,7.18,19.6,5,5,5,5,-2,-2,,,,,,1,0.2,0.5,0,,,,
2019-03-25,3.8,-0.76,-0.6,-5,,-10,70,43.7,44,18,-5.5,-13,-12.4,-19.4,32,16.08,20,8,41,1,102.6,102.4,102.35,102.1,100.41,100.23,100.2,99.99,24100,24100,24100,24100,2.8,2.6,2.6,2.4,18.6,0,0,0,0,0,0,0,,07:12:00,19:34:00,12.37,7.2,19.57,5,5,3,4,-9,-5,,,,,,8,1.2,4,0,,,,
2019-03-24,9.4,3.35,3.6,-2.2,,-7,69,57.2,58.5,48,-1.2,-4.4,-4.6,-8,34,18,19.5,5,42,35,102.2,101.9,101.9,101.6,100,99.76,99.74,99.47,24100,24100,24100,24100,3.2,2.9,2.8,2.5,14.4,0,0,0,0,0,0,0,,07:14:00,19:33:00,12.32,7.23,19.55,3,4,10,10,-9,-7,,,,,,8,5.3,4,0,,,,
2019-03-23,5.1,-1.32,-0.9,-6.9,,-16,58,45.1,42.5,27,-8.3,-12.2,-11.5,-14.7,49,28.08,29.5,10,71,32,102.3,102.07,101.85,101.4,100.12,99.89,99.69,99.27,24100,24100,24100,24100,2.7,2.4,2.5,2.2,18.9,0,0,0,0,0,0,0,,07:16:00,19:32:00,12.27,7.27,19.53,4,4,6,6,-2,-2,,,,,,1,0.1,0.5,0,,,,
2019-03-22,3.6,0.94,-0.34,-4.3,,-12,82,69,68,54,-0.3,-4.2,-5.8,-11.2,56,33.42,31.5,7,80,32,101.4,100.73,100.9,100.4,99.24,98.61,98.75,98.27,24100,24100,24100,24100,3.2,2.5,2.5,1.8,18.3,0,0,0,0,0,0,0,,07:18:00,19:31:00,12.22,7.3,19.52,3,3,2,3,-8,-8,,,,,,8,6.5,4,0,,,,
2019-03-21,7.9,4.57,5.4,2.9,,,88,78.8,78.5,69,2.3,1.1,1.1,-0.2,28,9.67,15.5,3,37,31,101.8,101.25,101.3,100.8,99.68,99.12,99.19,98.69,24100,19233.3,16100,8100,4.1,3.7,3.8,3.4,12.6,0,0.4,0,0,1.2,1.2,0,,07:20:00,19:30:00,12.17,7.33,19.5,3,3,8,8,1,1,,,,,,8,7.9,7.5,7,,,,
2019-03-20,9.7,4.55,4.59,-0.5,,-4,73,56.8,55,37,-0.8,-3.7,-3.2,-5.6,25,14.38,15.5,6,41,22,102.6,102.22,102.25,101.9,100.49,100.07,100.11,99.72,24100,24100,24100,24100,4.6,3.8,4,3.3,13.4,0,0,0,0,0,0,0,,07:22:00,19:28:00,12.1,7.37,19.47,4,4,10,10,2,2,,,,,,8,5.3,4.5,1,,,,
2019-03-19,7.3,1.16,0.89,-5.5,,-7,86,64,60.5,35,-1.2,-5.5,-4.8,-8.4,27,9.71,15.5,4,37,27,103,102.82,102.85,102.7,100.8,100.65,100.66,100.52,24100,23295.8,14450,4800,5,3.7,4,3,17.1,0,0,0,0,0.6,0,0.6,1,07:23:00,19:27:00,12.07,7.38,19.45,4,4,5,5,-3,-3,,,,,,8,3.8,4,0,,,,
2019-03-18,3.3,-0.31,-0.25,-3.8,,-7,72,57.6,55,38,-4.2,-8,-7.4,-10.6,37,15.96,21,5,48,30,102.8,102.55,102.6,102.4,100.63,100.38,100.41,100.2,24100,24100,24100,24100,4.6,3.4,3.6,2.6,18.2,0,0,0,0,0,0,0,0,07:25:00,19:26:00,12.02,7.42,19.43,4,4,4,4,-4,-4,,,,,,8,3.5,4.5,1,,,,
