Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2017-01-01,2017,1,1,,3.1,,-0.5,,1.3,,16.7,,0.0,,,M,,M,0.0,,3.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-02,2017,1,2,,5.5,,0.7,,3.1,,14.9,,0.0,,,M,,M,0.0,,3.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-03,2017,1,3,,4.8,,2.4,,3.6,,14.4,,0.0,,,M,,M,11.3,,1.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-04,2017,1,4,,3.8,,-7.6,,-1.9,,19.9,,0.0,,,M,,M,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-05,2017,1,5,,-5.3,,-10.3,,-7.8,,25.8,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-06,2017,1,6,,-5.9,,-11.8,,-8.9,,26.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-07,2017,1,7,,-6.4,,-11.8,,-9.1,,27.1,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-08,2017,1,8,,-8.2,,-11.1,,-9.7,,27.7,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-09,2017,1,9,,-1.2,,-8.5,,-4.9,,22.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-10,2017,1,10,,7.1,,-1.7,,2.7,,15.3,,0.0,,,M,,M,18.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-11,2017,1,11,,8.2,,1.9,,5.1,,12.9,,0.0,,,M,,M,4.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-12,2017,1,12,,9.8,,-1.0,,4.4,,13.6,,0.0,,,M,,M,15.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-13,2017,1,13,,-0.6,,-7.8,,-4.2,,22.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-14,2017,1,14,,-2.1,,-8.5,,-5.3,,23.3,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-15,2017,1,15,,0.5,,-4.4,,-2.0,,20.0,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-16,2017,1,16,,3.7,,-4.0,,-0.2,,18.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-17,2017,1,17,,2.6,,1.2,,1.9,,16.1,,0.0,,,M,,M,13.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-18,2017,1,18,,4.5,,1.8,,3.2,,14.8,,0.0,,,M,,M,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-19,2017,1,19,,4.2,,2.0,,3.1,,14.9,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-20,2017,1,20,,4.2,,1.9,,3.1,,14.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-21,2017,1,21,,6.7,,3.5,,5.1,,12.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-22,2017,1,22,,5.9,,2.5,,4.2,,13.8,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-23,2017,1,23,,4.4,,1.2,,2.8,,15.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-24,2017,1,24,,1.9,,0.3,,1.1,,16.9,,0.0,,,M,,M,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-25,2017,1,25,,5.5,,1.3,,3.4,,14.6,,0.0,,,M,,M,2.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-26,2017,1,26,,4.8,,1.5,,3.2,,14.8,,0.0,,,M,,M,2.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-27,2017,1,27,,2.1,,-0.3,,0.9,,17.1,,0.0,,,M,,M,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-28,2017,1,28,,-0.2,,-1.5,,-0.9,,18.9,,0.0,,,M,,M,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-29,2017,1,29,,-1.0,,-5.9,,-3.5,,21.5,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-30,2017,1,30,,-4.0,,-10.1,,-7.1,,25.1,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-01-31,2017,1,31,,-1.6,,-4.7,,-3.2,,21.2,,0.0,,,M,,M,2.2,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-01,2017,2,1,,3.6,,-3.4,,0.1,,17.9,,0.0,,,M,,M,0.0,,3.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-02,2017,2,2,,-1.6,,-5.7,,-3.7,,21.7,,0.0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-03,2017,2,3,,-3.3,,-8.0,,-5.7,,23.7,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-04,2017,2,4,,-0.3,,-7.3,,-3.8,,21.8,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-05,2017,2,5,,1.4,,-2.5,,-0.6,,18.6,,0.0,,,M,,M,0.6,,1.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-06,2017,2,6,,2.0,,-3.7,,-0.9,,18.9,,0.0,,,M,,M,0.0,,1.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-07,2017,2,7,,4.8,,-1.2,,1.8,,16.2,,0.0,,,M,,M,14.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-08,2017,2,8,,4.4,,-7.1,,-1.4,,19.4,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-09,2017,2,9,,-3.9,,-11.1,,-7.5,,25.5,,0.0,,,M,,M,0.2,,1.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-10,2017,2,10,,-0.2,,-6.7,,-3.5,,21.5,,0.0,,,M,,M,5.0,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-11,2017,2,11,,5.0,,-1.6,,1.7,,16.3,,0.0,,,M,,M,0.0,,7.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-12,2017,2,12,,2.0,,-3.7,,-0.9,,18.9,,0.0,,,M,,M,14.8,,4.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-13,2017,2,13,,-0.7,,-3.6,,-2.2,,20.2,,0.0,,,M,,M,0.0,,17.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-14,2017,2,14,,5.6,,-3.6,,1.0,,17.0,,0.0,,,M,,M,0.0,,15.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-15,2017,2,15,,3.0,,-5.1,,-1.1,,19.1,,0.0,,,M,,M,0.0,,9.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-16,2017,2,16,,-2.4,,-9.2,,-5.8,,23.8,,0.0,,,M,,M,0.0,,8.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-17,2017,2,17,,1.5,,-6.3,,-2.4,,20.4,,0.0,,,M,,M,0.0,,8.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-18,2017,2,18,,13.8,,-0.2,,6.8,,11.2,,0.0,,,M,,M,0.0,,8.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-19,2017,2,19,,13.3,,3.5,,8.4,,9.6,,0.0,,,M,,M,0.0,,2.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-20,2017,2,20,,4.4,,0.5,,2.5,,15.5,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-21,2017,2,21,,7.7,,1.7,,4.7,,13.3,,0.0,,,M,,M,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-22,2017,2,22,,9.9,,4.8,,7.4,,10.6,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-23,2017,2,23,,19.1,,5.1,,12.1,,5.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-24,2017,2,24,,5.4,,3.0,,4.2,,13.8,,0.0,,,M,,M,2.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-25,2017,2,25,,8.8,,-1.5,,3.7,,14.3,,0.0,,,M,,M,7.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-26,2017,2,26,,3.5,,-2.8,,0.4,,17.6,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-27,2017,2,27,,9.9,,2.5,,6.2,,11.8,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-02-28,2017,2,28,,10.9,,2.9,,6.9,,11.1,,0.0,,,M,,M,1.8,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-01,2017,3,1,,13.1,,-1.9,,5.6,,12.4,,0.0,,,M,,M,18.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-02,2017,3,2,,-1.3,,-6.4,,-3.9,,21.9,,0.0,,,M,,M,0.2,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-03,2017,3,3,,-4.3,,-8.1,,-6.2,,24.2,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-04,2017,3,4,,-6.5,,-11.9,,-9.2,,27.2,,0.0,,,M,,M,0.2,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-05,2017,3,5,,-0.4,,-10.6,,-5.5,,23.5,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-06,2017,3,6,,4.9,E,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-07,2017,3,7,,10.9,,6.4,,8.7,,9.3,,0.0,,,M,,M,9.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-08,2017,3,8,,11.1,,2.4,,6.8,,11.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-09,2017,3,9,,4.4,,-1.1,,1.7,,16.3,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-10,2017,3,10,,-0.3,,-9.4,,-4.9,,22.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-11,2017,3,11,,-5.3,,-12.5,,-8.9,,26.9,,0.0,,,M,,M,0.2,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-12,2017,3,12,,-3.8,,-12.5,,-8.2,,26.2,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-13,2017,3,13,,-5.5,,-10.2,,-7.9,,25.9,,0.0,,,M,,M,1.0,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-14,2017,3,14,,-7.0,,-10.2,,-8.6,,26.6,,0.0,,,M,,M,2.7,,3.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-15,2017,3,15,,-2.9,,-9.4,,-6.2,,24.2,,0.0,,,M,,M,0.2,,2.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-16,2017,3,16,,3.0,,-6.8,,-1.9,,19.9,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-17,2017,3,17,,5.3,,-3.8,,0.8,,17.2,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-18,2017,3,18,,3.1,,0.1,,1.6,,16.4,,0.0,,,M,,M,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-19,2017,3,19,,6.4,,0.3,,3.4,,14.6,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-20,2017,3,20,,5.3,,0.8,,3.1,,14.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-21,2017,3,21,,13.5,,-2.7,,5.4,,12.6,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-22,2017,3,22,,-1.6,,-8.3,,-5.0,,23.0,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-23,2017,3,23,,2.2,,-6.9,,-2.4,,20.4,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-24,2017,3,24,,12.4,,1.3,,6.9,,11.1,,0.0,,,M,,M,6.7,,0.0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-25,2017,3,25,,4.5,,1.7,,3.1,,14.9,,0.0,,,M,,M,7.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-26,2017,3,26,,6.6,,1.1,,3.9,,14.1,,0.0,,,M,,M,2.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-27,2017,3,27,,14.7,,6.4,,10.6,,7.4,,0.0,,,M,,M,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-28,2017,3,28,,10.8,,4.1,,7.5,,10.5,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-29,2017,3,29,,9.1,,3.7,,6.4,,11.6,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-30,2017,3,30,,3.8,,0.7,,2.3,,15.7,,0.0,,,M,,M,10.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-03-31,2017,3,31,,4.1,,1.8,,3.0,,15.0,,0.0,,,M,,M,10.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-01,2017,4,1,,11.3,,2.2,,6.8,,11.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-02,2017,4,2,,16.7,,3.8,,10.3,,7.7,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-03,2017,4,3,,10.8,,5.3,,8.1,,9.9,,0.0,,,M,,M,6.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-04,2017,4,4,,10.4,,5.0,,7.7,,10.3,,0.0,,,M,,M,11.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-05,2017,4,5,,9.2,,5.0,,7.1,,10.9,,0.0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-06,2017,4,6,,7.5,,1.4,,4.5,,13.5,,0.0,,,M,,M,26.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-07,2017,4,7,,5.2,,0.1,,2.7,,15.3,,0.0,,,M,,M,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-08,2017,4,8,,12.2,,0.8,,6.5,,11.5,,0.0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-09,2017,4,9,,18.0,,4.8,,11.4,,6.6,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-10,2017,4,10,,22.0,,11.8,,16.9,,1.1,,0.0,,,M,,M,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-11,2017,4,11,,,M,11.3,E,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-12,2017,4,12,,9.5,,3.4,,6.5,,11.5,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-13,2017,4,13,,12.1,,2.4,,7.3,,10.7,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-14,2017,4,14,,14.9,,6.3,,10.6,,7.4,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-15,2017,4,15,,16.4,,5.5,,11.0,,7.0,,0.0,,,M,,M,3.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-16,2017,4,16,,22.3,,10.9,,16.6,,1.4,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-17,2017,4,17,,13.5,,2.5,,8.0,,10.0,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-18,2017,4,18,,8.3,,1.8,,5.1,,12.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-19,2017,4,19,,19.8,,5.4,,12.6,,5.4,,0.0,,,M,,M,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-20,2017,4,20,,10.0,,4.6,,7.3,,10.7,,0.0,,,M,,M,23.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-21,2017,4,21,,14.0,,6.0,,10.0,,8.0,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-22,2017,4,22,,13.8,,5.2,,9.5,,8.5,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-23,2017,4,23,,18.4,,4.8,,11.6,,6.4,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-24,2017,4,24,,11.0,,6.9,,9.0,,9.0,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-25,2017,4,25,,10.9,,5.1,,8.0,,10.0,,0.0,,,M,,M,4.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-26,2017,4,26,,15.2,,9.4,,12.3,,5.7,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-27,2017,4,27,,25.4,,10.4,,17.9,,0.1,,0.0,,,M,,M,8.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-28,2017,4,28,,17.7,,10.4,,14.1,,3.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-29,2017,4,29,,15.3,,7.3,,11.3,,6.7,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-04-30,2017,4,30,,8.6,,3.6,,6.1,,11.9,,0.0,,,M,,M,18.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-01,2017,5,1,,14.1,,5.0,,9.6,,8.4,,0.0,,,M,,M,23.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-02,2017,5,2,,10.8,,7.0,,8.9,,9.1,,0.0,,,M,,M,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-03,2017,5,3,,15.7,,5.0,,10.4,,7.6,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-04,2017,5,4,,10.4,,6.1,,8.3,,9.7,,0.0,,,M,,M,21.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-05,2017,5,5,,9.9,,6.7,,8.3,,9.7,,0.0,,,M,,M,29.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-06,2017,5,6,,9.0,,5.6,,7.3,,10.7,,0.0,,,M,,M,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-07,2017,5,7,,12.1,,4.1,,8.1,,9.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-08,2017,5,8,,12.8,,3.0,,7.9,,10.1,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-09,2017,5,9,,11.1,,5.3,,8.2,,9.8,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-10,2017,5,10,,10.5,,5.0,,7.8,,10.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-11,2017,5,11,,13.7,,7.3,,10.5,,7.5,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-12,2017,5,12,,13.7,,7.6,,10.7,,7.3,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-13,2017,5,13,,16.8,,9.4,,13.1,,4.9,,0.0,,,M,,M,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-14,2017,5,14,,18.4,,7.4,,12.9,,5.1,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-15,2017,5,15,,19.6,,8.1,,13.9,,4.1,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-16,2017,5,16,,16.3,,10.5,,13.4,,4.6,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-17,2017,5,17,,29.9,,10.6,,20.3,,0.0,,2.3,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-18,2017,5,18,,,M,18.4,E,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-19,2017,5,19,,18.9,,9.3,,14.1,,3.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-20,2017,5,20,,15.3,,8.2,,11.8,,6.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-21,2017,5,21,,13.7,,9.6,,11.7,,6.3,,0.0,,,M,,M,13.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-22,2017,5,22,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-23,2017,5,23,,21.8,E,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-24,2017,5,24,,21.6,,14.0,,17.8,,0.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-25,2017,5,25,,14.8,,10.2,,12.5,,5.5,,0.0,,,M,,M,52.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-26,2017,5,26,,19.3,,11.5,,15.4,,2.6,,0.0,,,M,,M,3.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-27,2017,5,27,,19.3,,13.1,,16.2,,1.8,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-28,2017,5,28,,19.6,,12.5,,16.1,,1.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-29,2017,5,29,,,M,14.7,E,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-30,2017,5,30,,22.7,,12.8,,17.8,,0.2,,0.0,,,M,,M,9.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-05-31,2017,5,31,,23.0,,11.2,,17.1,,0.9,,0.0,,,M,,M,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-01,2017,6,1,,18.8,,10.8,,14.8,,3.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-02,2017,6,2,,20.8,,9.6,,15.2,,2.8,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-03,2017,6,3,,22.1,,11.9,,17.0,,1.0,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-04,2017,6,4,,17.5,,11.5,,14.5,,3.5,,0.0,,,M,,M,6.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-05,2017,6,5,,17.3,,12.9,,15.1,,2.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-06,2017,6,6,,17.4,,11.6,,14.5,,3.5,,0.0,,,M,,M,4.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-07,2017,6,7,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-08,2017,6,8,,23.7,,11.8,,17.8,,0.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-09,2017,6,9,,25.5,,14.6,,20.1,,0.0,,2.1,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-10,2017,6,10,,27.0,,15.9,,21.5,,0.0,,3.5,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-11,2017,6,11,,29.0,,18.8,,23.9,,0.0,,5.9,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-12,2017,6,12,,30.4,,19.8,,25.1,,0.0,,7.1,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-13,2017,6,13,,25.4,,19.0,,22.2,,0.0,,4.2,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-14,2017,6,14,,22.4,,17.1,,19.8,,0.0,,1.8,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-15,2017,6,15,,18.8,,15.9,,17.4,,0.6,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2017-06-16,2017,6,16,,30.1,,16.6,,23.4,,0.0,,5.4,,,M,,M,3.1,,,,,M,,M
