Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2017-02-01,104,00:13:00,Wednesday,Wilmington and Sheppard,Mechanical,20,40,SB,8376
2017-02-01,35,00:15:00,Wednesday,Jane & Lawrence,Mechanical,8,16,N,8497
2017-02-01,100,01:00:00,Wednesday,BSTN,Utilized Off Route,10,20,N,7587
2017-02-01,76,01:04:00,Wednesday,Mimico/lakeshore,Mechanical,10,20,s/v,7900
2017-02-01,116,01:22:00,Wednesday,Mason/Eglinton,Investigation,10,20,Down,7407
2017-02-01,84,01:33:00,Wednesday,Sheppard w & Beaman,Mechanical,10,20,E,20
2017-02-01,60,04:29:00,Wednesday,Finch Station,Late Leaving Garage,56,1,W,8557
2017-02-01,352,04:58:00,Wednesday,T3 Pearson Airport,Mechanical,13,43,E,1568
2017-02-01,35,05:01:00,Wednesday,Finch and Hullmar,Late Leaving Garage,21,31,N,1240
2017-02-01,22,05:13:00,Wednesday,Morningside Ave and Finch Ave,Late Leaving Garage,17,32,e,1301
2017-02-01,129,05:24:00,Wednesday,McCowan/Steeles Loop,Late Leaving Garage,13,19,S,1722
2017-02-01,25,05:24:00,Wednesday,Pape Station,Mechanical,7,14,NB,7519
2017-02-01,112,05:25:00,Wednesday,Kipling Station,Late Leaving Garage,15,29,n/b,8427
2017-02-01,129,05:31:00,Wednesday,Malvern Garage,Late Leaving Garage,6,11,NB,9076
2017-02-01,129,05:41:00,Wednesday,Malvern Garage,Late Leaving Garage,5,8,NB,9089
2017-02-01,35,05:56:00,Wednesday,Jane Station,Late Leaving Garage,9,19,N,8490
2017-02-01,35,05:57:00,Wednesday,Jane and Steeles,Late Leaving Garage,5,10,S,8587
2017-02-01,47,06:00:00,Wednesday,Lansdowne and Lappin,Investigation,9,18,SB,1573
2017-02-01,52,06:05:00,Wednesday,Royal York,Late Leaving Garage,3,6,e,1354
2017-02-01,72,06:09:00,Wednesday,Queen/pape,Late Leaving Garage,7,14,e/b,7731
2017-02-01,7,06:09:00,Wednesday,Village gate and Steeles,Late Leaving Garage,8,18,s/b,9027
2017-02-01,129,06:10:00,Wednesday,STC,Mechanical,10,15,NB,9076
2017-02-01,29,06:18:00,Wednesday,Wilson Garage,Late Leaving Garage,8,16,,9018
2017-02-01,87,06:22:00,Wednesday,Main Station,Utilized Off Route,5,10,BW,7756
2017-02-01,300,06:23:00,Wednesday,Pape Station,Investigation,9,21,w,7961
2017-02-01,86,06:24:00,Wednesday,Kennedy Stn,Late Leaving Garage,5,10,EB,7615
2017-02-01,100,06:24:00,Wednesday,,Mechanical,5,10,NB,7414
2017-02-01,100,06:24:00,Wednesday,Broadview Station,Mechanical,4,8,NB,7414
